,Causal Phrase,Sentiment
6168,Nice product value for money,POSITIVE
6169,excellent value for money,POSITIVE
6170,Best value for money,POSITIVE
6171,Good product value for money,POSITIVE
6172,nice value for money,POSITIVE
6173,nice product value for money,POSITIVE
6174,value for money  product overall product is good,POSITIVE
6175,Awesome product value for money,POSITIVE
6176,overall it is good product in this price range,POSITIVE
6177,Nice TV in good budget,POSITIVE
6178,the best deal at this price range,POSITIVE
6179,best value for money,POSITIVE
6180,Excellent value for money,POSITIVE
6181,Nice TV with nice features in very compatible price,POSITIVE
6182,awesome product with best value,POSITIVE
6183,amazing smart tv under budget,POSITIVE
6184,awesome product at superb price,POSITIVE
6185,"reasonable price, best tv at this price with excellent",POSITIVE
6186,gud smart tv in family budget price,POSITIVE
6187,overall very good at this price range thanks,POSITIVE
6188,nice product value for money,POSITIVE
6189,good product ? value of money,POSITIVE
6190,Best TV on this price rangeAwesome,POSITIVE
6191,nice product value,POSITIVE
6192,rate product is excellent performance is good,POSITIVE
6193,awesome product in this budget,POSITIVE
6194,Also fast instalation value of money good,POSITIVE
6195,It's a Awesome purchase in a tight budget,POSITIVE
6196,Best tv at 40inch value for money,POSITIVE
6197,nice product it is value for money,POSITIVE
6198,Great product at great price,POSITIVE
6199,good price point,POSITIVE
6200,Best TV in best price,POSITIVE
6201,nice value for money,POSITIVE
6202,awesome product value for money,POSITIVE
6203,It is really the best budget,POSITIVE
6204,Nice product low budget,POSITIVE
6205,nice tv value for money,POSITIVE
6206,VERY GOOD AWESOME VALUE FOR MONEY,POSITIVE
6207,very nice value for money,POSITIVE
6208,Best product in budget price,POSITIVE
6209,best for budget,POSITIVE
6210,Nice product ð value of mone,POSITIVE
6211,product in best price,POSITIVE
6212,product worth for Money,POSITIVE
6213,"good product,, best feature in in low cost",POSITIVE
6214,Nice suparb value for money,POSITIVE
6215,nice product value of money,POSITIVE
6216,product on budgetI love,POSITIVE
6217,Super Range In Budget thanks,POSITIVE
6218,osam tv best money value,POSITIVE
6219,good tv in this price value for money,POSITIVE
6220,great product with effective features in best price,POSITIVE
6221,Good product value for money,POSITIVE
6222,Great value for money,POSITIVE
6223,product is a very good value for money,POSITIVE
6224,excellent productvalue for money,POSITIVE
6225,super product best in this price,POSITIVE
6226,Good in this pricevalue of money,POSITIVE
6227,Best value for money,POSITIVE
6228,awesome very nice productvalue for money,POSITIVE
6229,Worth full of money good,POSITIVE
6230,Very nice product at reasonable price,POSITIVE
6231,great value for money,POSITIVE
6232,Nice product value for money,POSITIVE
6233,very awesome product worth,POSITIVE
6234,value for many small budget TV very nice,POSITIVE
6235,nice product value for money,POSITIVE
6236,price good,POSITIVE
6237,It's awesome value for money,POSITIVE
6238,superb quality nice tv on this cost value for money,POSITIVE
6239,great product got at great price,POSITIVE
6240,product is awesome value for money,POSITIVE
6241,value of money is great,POSITIVE
6242,Worth of money Nice quality Fall in love,POSITIVE
6243,awesome super for this tv this amount,POSITIVE
6244,Great Value for money,POSITIVE
6245,best value for money,POSITIVE
6246,excellent TV value for money,POSITIVE
6247,Good product value for money,POSITIVE
6248,Good product value for money,POSITIVE
6249,nice product for the best price,POSITIVE
6250,product best value of money,POSITIVE
6251,super TV Best price,POSITIVE
6252,"amazing,value for money",NEUTRAL
6253,Best price for resanable,POSITIVE
6254,best for value for money,POSITIVE
6255,good product value of money,POSITIVE
6256,nice product at affordable price,POSITIVE
6257,product nice price nice companygood,POSITIVE
6258,this is the best price for value thank,POSITIVE
6259,Best product on Best price thanx,POSITIVE
6260,very nice best tv in this price,POSITIVE
6261,worth for money  good product mi is best,POSITIVE
6262,value for money nice,POSITIVE
6263,Very nice product in this price range,POSITIVE
6264,product in this price range I'm,NEUTRAL
6265,Very nice product in this budget range,POSITIVE
6266,other aspects its good a great value for money deal,POSITIVE
6267,nice you can go with this in small budget,POSITIVE
6268,Its an Awesome value for money,POSITIVE
6269,product value for money Paisa,POSITIVE
6270,Product is superb in this budget price range,POSITIVE
6271,amazing product value for money,POSITIVE
6272,excellent product value,POSITIVE
6273,best value for money,POSITIVE
6274,love this product this is good product for valuable money,POSITIVE
6275,Value worth product with such range,POSITIVE
6276,awesome product value for money,POSITIVE
6277,best value for money as expected this price tag,POSITIVE
6278,great product value for money,POSITIVE
6279,Great product at a great price,POSITIVE
6280,Good product worth money,POSITIVE
6281,nice product value for money,POSITIVE
6282,really nice value for money thanks,POSITIVE
6283,Value of money good,POSITIVE
6284,very nice Mi led tv  nice value for money,POSITIVE
6285,quility value for my money thank,POSITIVE
6286,nice product value for money,POSITIVE
6287,super nice value for money,POSITIVE
6288,Superb product @ superb Price range,POSITIVE
6289,very nice product worth buying,POSITIVE
6290,Best in class in it's price rangeðð¼ðð¼ðð¼ Value for,POSITIVE
6291,excellent led supppperrrb nice Android with affordable price,POSITIVE
6292,Best facilities available in this price value for money,POSITIVE
6293,Very nice Product for the budget price,POSITIVE
6294,Best product value for money,POSITIVE
6295,Awesome productvalue for money,POSITIVE
6296,best product best TV on this price,POSITIVE
6297,best product in this price great,POSITIVE
6298,Good quality product good value for money,POSITIVE
6299,Value for money is nice,POSITIVE
6300,quality value of money to this price thanks,POSITIVE
6301,Awesome TV value for money,POSITIVE
6302,very nice product full value of money,POSITIVE
6303,product good value for money,POSITIVE
6304,product nice one this range,POSITIVE
6305,Value For Money verry good,POSITIVE
6306,nice product value for money,POSITIVE
6307,Again a great product with good value for money,POSITIVE
6308,Awesome one value for price really worth,POSITIVE
6309,excellent product on excellent price,POSITIVE
6310,Product in best price,POSITIVE
6311,awesome product extra value for money,POSITIVE
6312,good product value for money,POSITIVE
6313,Best value for money,POSITIVE
6314,good product value for money,POSITIVE
6315,Excellent productValue for money,POSITIVE
6316,product in good price,POSITIVE
6317,Awesome product Value for money,POSITIVE
6318,very good TVbest value of money,POSITIVE
6319,Awesome product for this price thanks,POSITIVE
6320,Good Value For Money,POSITIVE
6321,"for money ,,,it's very good",POSITIVE
6322,Amazing product this price,POSITIVE
6323,Nice product at this price rangeLoved it thanks,POSITIVE
6324,awesome full money worth love,POSITIVE
6325,Super value for money,POSITIVE
6326,The best TV in this range,POSITIVE
6327,Best TV with excellent quality overall at lowest price range,POSITIVE
6328,awesome product under money value,POSITIVE
6329,low price  good,POSITIVE
6330,overall very good TV from mi at best price,POSITIVE
6331,good product value of money,POSITIVE
6332,Awesome product received for 18K is worth for the money,POSITIVE
6333,great product value for money,POSITIVE
6334,worth buyinggood at this price range,POSITIVE
6335,good tv value for money,POSITIVE
6336,good product value for money,POSITIVE
6337,product with best price,POSITIVE
6338,Nice product low price best,POSITIVE
6339,product in this price mi is best,POSITIVE
6340,One of the best tv in this price range,POSITIVE
6341,awesome sounds best budget,POSITIVE
6342,resolution are awesome value of money,POSITIVE
6343,"nice product from Mi ,,,value for money",POSITIVE
6344,nice smart tv in good budget,POSITIVE
6345,nice products value of money,POSITIVE
6346,excellent product value for money,POSITIVE
6347,awesome product value for money,POSITIVE
6348,good according to its price,POSITIVE
6349,Ok product good value for money,POSITIVE
6350,Nice Product value for money,POSITIVE
6351,Nice product value for money,POSITIVE
6352,value for money happy,POSITIVE
6353,best price,POSITIVE
6354,very good product nice value for money,POSITIVE
6355,best value of money,POSITIVE
6356,LOW PRICE,NEGATIVE
6357,nice best in the value,POSITIVE
6358,product worth value for money,POSITIVE
6359,Nice value,POSITIVE
6360,smart tv value for money,POSITIVE
6361,nice led this rate is good for every,POSITIVE
6362,value of money 5*,POSITIVE
6363,value for moneynice smart tv in low price,POSITIVE
6364,awesome product this range VALUE OF MONEY,POSITIVE
6365,nice product value of money,POSITIVE
6366,Best value for moneySuper,POSITIVE
6367,very nice product value of money,POSITIVE
6368,nice value for money,POSITIVE
6369,Best package at best price,POSITIVE
6370,TV is really good best for the budget,POSITIVE
6371,product worth,POSITIVE
6372,it is just a perfect tv on a perfect price,POSITIVE
6373,good product value for money,POSITIVE
6374,good price,POSITIVE
6375,value for money very good,POSITIVE
6376,awesome worth for money,POSITIVE
6377,very nice product with reasonable price,POSITIVE
6378,budget best,POSITIVE
6379,sounds nice value for money superb,POSITIVE
6380,Nice product by mi in less price,POSITIVE
6381,Awesome Led tvvery very good in this price,POSITIVE
6382,nice tv in your budget,POSITIVE
6383,good product at this price,POSITIVE
6384,budget Smart Android TVTrue Value For Money,POSITIVE
6385,nice product  value for money,POSITIVE
6386,Best Value for Money,POSITIVE
6387,nice product value of money,POSITIVE
6388,Value for Money Nice tv awesome,POSITIVE
6389,Best budget Smart TV in this price range,POSITIVE
6390,PERFECT VALUE OF MONEY,POSITIVE
6391,good product at good price,POSITIVE
6392,Best TV And value for money,POSITIVE
6393,Awesome product i loved it value for money,POSITIVE
6394,VALUE FOR MONEY SUPER,POSITIVE
6395,Worth for value,POSITIVE
6396,Nice product value for money,POSITIVE
6397,super product value for money,POSITIVE
6398,Very nice product at very best price,POSITIVE
6399,good insulation we have value for money,POSITIVE
6400,product low price running smooth satisfied this product thank,POSITIVE
6401,nice tv value of money,POSITIVE
6402,it's a very good quality product for this budget  nice,POSITIVE
6403,Worth value of money!,POSITIVE
6404,nice product value for money,POSITIVE
6405,best TV at best price,POSITIVE
6406,value of money product is very good,POSITIVE
6407,best value for money,POSITIVE
6408,Awesome TV value for money,POSITIVE
6409,in this great price I get smart TV excellent,POSITIVE
6410,Such A Nice Product Value For Money,POSITIVE
6411,Awesome value for money,POSITIVE
6412,amazing product value for money,POSITIVE
6413,value of money good product mi brand thanx,POSITIVE
6414,"good product, picture was good, value for money",POSITIVE
6415,Really nice product in this low budget,POSITIVE
6416,good to money,POSITIVE
6417,Good value for money,POSITIVE
6418,product#Worth for money,NEUTRAL
6419,nice product awesome value of the money,POSITIVE
6420,Nice product value for money,POSITIVE
6421,nice product value of money,POSITIVE
6422,Value for money Best Features at that price,POSITIVE
6423,value for money good instalation,POSITIVE
6424,nice tv in nice money,POSITIVE
6425,nice product value for money,POSITIVE
6426,best product at best price,POSITIVE
6427,Value for money fast delivery free service,POSITIVE
6428,Delivery is good thanks,POSITIVE
6429,delivery overall Nice,POSITIVE
6430,Good purchase delivery,POSITIVE
6431,Quality is very good value for money Excellent service,POSITIVE
6432,Super fast delivery,POSITIVE
6433,Amazing product in such a reasonable priceExcellent service,POSITIVE
6434,Nice delivery nice product,POSITIVE
6435,Great product Nice delivery Excellent installation,POSITIVE
6436,All r awesome fast delivery,POSITIVE
6437,Awsome product value for money Delivery very good,POSITIVE
6438,best value for money android smart tv timely delivery,POSITIVE
6439,Really bad product with bad connectivityAlso Flipkart customer service,NEGATIVE
6440,It will not working properly worst chormecast service,POSITIVE
6441,product fast delivery,NEUTRAL
6442,LUMINARY LIFESTYLE FAST DELIVERY VERY NICE,POSITIVE
6443,It's nice service,POSITIVE
6444,Thank you flipkart for the fast delivery,POSITIVE
6445,Thank you Flipkart very fast delivery nice,POSITIVE
6446,Nice Product fast delivery installation amazing,POSITIVE
6447,Thanks filpcard for fast delivery,POSITIVE
6448,Thanks Flipkart Best prodect very fast services delivered,POSITIVE
6449,picture quality Nice modelAs expected Nice service,POSITIVE
6450,product good delivery,POSITIVE
6451,Super nice product delivery,POSITIVE
6452,osmBest tv in this price rangeFlipcart service,NEUTRAL
6453,service will be so bad,NEGATIVE
6454,good servicing instalation within two days fast service,POSITIVE
6455,nice fast delivery thank,POSITIVE
6456,Superb product ans delivery on time tooThanks,POSITIVE
6457,overall ExperienceBEST QUALITY VALUE FOR MONEY TVDelivery,POSITIVE
6458,thanks for on-time delivering nice service,POSITIVE
6459,rest the price: Value for money Product Delivery,POSITIVE
6460,value for money product delivery services,POSITIVE
6461,delivery great thanks,POSITIVE
6462,Thanks ekart fast delivery,POSITIVE
6463,Nice product I happy with thatExcellent service,POSITIVE
6464,Super fast delivery flipkart thanks,POSITIVE
6465,Thx to flipkart the delivery is before than delivery date,POSITIVE
6466,product 100% secitfaction fast service,NEUTRAL
6467,value for money product osm product fast delivery,POSITIVE
6468,Thanks Flipkart Service very,POSITIVE
6469,Great onlineshopping experience product is good delivery service,POSITIVE
6470,good installationgood service,POSITIVE
6471,worst worst jeevas installation  no demo is given,NEGATIVE
6472,all OK  Filpkart service is very good thanks,POSITIVE
6473,Best value for money Android smart tvTimely delivery,POSITIVE
6474,Good product for MI    Fast delivery,POSITIVE
6475,Good product installation,POSITIVE
6476,delivery boy was,NEUTRAL
6477,Worth to buy really good product packaging,POSITIVE
6478,As per the rule Technician,NEUTRAL
6479,good price good quality on time delivery,POSITIVE
6480,Excellent product  value for money with fast installation,POSITIVE
6481,good product amazing price very good service,POSITIVE
6482,productGood DeliveryAll Good Thanks,POSITIVE
6483,nice product very fast installation thank,POSITIVE
6484,Best quality best item best service I love,POSITIVE
6485,picture is very nice sounds nice fast  delivery,POSITIVE
6486,product  good service,POSITIVE
6487,good work by flipkart they delivered,POSITIVE
6488,product good value of money MI after sale service,POSITIVE
6489,product good service price very low only 11000 thanks,POSITIVE
6490,Thanks Flipkart Best product Short delivery timeAndQuick installation,POSITIVE
6491,great delivery,POSITIVE
6492,led is good also service of Jeeves,POSITIVE
6493,Nice product thanks flipkart for fastest delivery,POSITIVE
6494,thane jeeves sandeep jambhure Very good service thank,POSITIVE
6495,super duper #Mi good service thanks,POSITIVE
6496,sound quality is also awesome thanks flipkart for to delivery,POSITIVE
6497,good product good servicing installations service is satisfied,POSITIVE
6498,fast service fast delivery,NEUTRAL
6499,excellent TV at excellent price with excellent delivery,POSITIVE
6500,quality is good Service,POSITIVE
6501,Good sound  Value for Money Overall Good productDelivery,POSITIVE
6502,First of all Thanks to flipcart for super fast delivery,POSITIVE
6503,service Flipkart nice TV picture quality,POSITIVE
6504,Thank you Flipkart for your awesome speed of delivery,POSITIVE
6505,product good delivered thanks Flipkart Iâm so happy,POSITIVE
6506,productvalue for moneyThanks flipkart to quick delivery,NEUTRAL
6507,Flipkart for time to time best service thank,POSITIVE
6508,best product value of moneyfast delivery,POSITIVE
6509,nice delivery,POSITIVE
6510,filpkart service installation good engineer vinod khichi,POSITIVE
6511,for price good delivery ekart good demo,POSITIVE
6512,food product picture quality very good service,POSITIVE
6513,Thank you flipkart for ur fast delivery,POSITIVE
6514,nice TV nice picture quality 3 days delivery,POSITIVE
6515,product   good packaging guality picture,POSITIVE
6516,Nice tv In this Range Thanks Mi And delivery,POSITIVE
6517,nice Flipkart fast delivery  thanks,POSITIVE
6518,best delivery best product,POSITIVE
6519,Excellent service in courier boy thank,POSITIVE
6520,Best TV Best serviceBest priceBest Jeeves,POSITIVE
6521,"product,  service is too good",POSITIVE
6522,Fast delivery excellent service thank,POSITIVE
6523,product by mi And thanks too Flipkart Fastest delivery,POSITIVE
6524,worst worst service by the installer jeeves,NEGATIVE
6525,LED Very Excellent  Good Flipkart Service,POSITIVE
6526,fast delivery from flipkart,NEUTRAL
6527,good delivery products awesome TV  sajin also good demo,POSITIVE
6528,Nice product worth of money Flipkart nice delivery,POSITIVE
6529,delivery is super fastinstallation person too good,POSITIVE
6530,Right time To Delivery and Installations super Services from flipkartGood,POSITIVE
6531,Complete pakeag in Good price fast delivery,POSITIVE
6532,very nice TV good condition valuable,POSITIVE
6533,installation services is very poor Need to improve,NEGATIVE
6534,wow nice delivery package fast delivery awesome,POSITIVE
6535,time delivery really good,POSITIVE
6536,"product, nice tv,  delivery is good , fast installation thanks",POSITIVE
6537,product fast delivered an fast installation service thanks to Flipkart,POSITIVE
6538,awesome quality in good range receive in good condition,POSITIVE
6539,Good service nice worth,POSITIVE
6540,"nice smart Android TV,,,, flipkart delivery is very fast,, thanks",POSITIVE
6541,good but installation is not good nice product,POSITIVE
6542,really nice productthanks mithnks flipkart for fast delivery,POSITIVE
6543,good but mobile conecting very poor or demo sevice,NEGATIVE
6544,good productgood service good installation,POSITIVE
6545,delivery time is good thanks,POSITIVE
6546,For the product3/10 For the installationGood,NEUTRAL
6547,good delivery,POSITIVE
6548,thanks flipkart best service,POSITIVE
6549,why the hell does this tv don't support NETFLIX,NEGATIVE
6550,fast delivery quick Installation thanks,POSITIVE
6551,Fast delivery UHD also amazing,POSITIVE
6552,thanks Flipkart to super fast delivery,POSITIVE
6553,very nice mi tv good condition valuable,POSITIVE
6554,Thanks to flipkart for super quick delivery,POSITIVE
6555,Product And Very Good Service,POSITIVE
6556,Product good But Delivery,POSITIVE
6557,delivery delivery boy is a good,POSITIVE
6558,Best product best service,POSITIVE
6559,installation person with,NEUTRAL
6560,Super fast delivery,POSITIVE
6561,Delivery person is very polite and nice guy thank you flipkart for on time delivery,POSITIVE
6562,am so happy ððvery fast delive,POSITIVE
6563,Thank you flipkart for timely delivery,POSITIVE
6564,fast after sale service,NEUTRAL
6565,amazing fast delivery,POSITIVE
6566,Excellent productsExcellent service,POSITIVE
6567,From Flipkart always appreciated fast delivery,POSITIVE
6568,Awesome product â¤ï¸â¤ï¸And also delivery,POSITIVE
6569,Good delivery,POSITIVE
6570,product nice service,POSITIVE
6571,excellent services  thank,POSITIVE
6572,Product delivery is nice,POSITIVE
6573,Super delivery tv demo,POSITIVE
6574,Good service,POSITIVE
6575,good product service,POSITIVE
6576,product with good services,POSITIVE
6577,product with good services,POSITIVE
6578,Nyc work fast deliveryI am happy with flipkart service,POSITIVE
6579,Flipkart Jeeves installation,NEUTRAL
6580,Its awesome delivery,POSITIVE
6581,Excellent delivery service with fast,POSITIVE
6582,Thanks for prompt delivery,POSITIVE
6583,Thanks for the timely delivery,POSITIVE
6584,Fast delivery of flipkart on doorstep thanks,POSITIVE
6585,to Flipkart for good delivery,POSITIVE
6586,Thanks for filpkart fast delivery,POSITIVE
6587,good productGood delivery,POSITIVE
6588,Awesome installation service. fast delivery fast installationTechnician was very calm,POSITIVE
6589,Thanks a lot to flipkart for your fast delivery,POSITIVE
6590,qualityAnd service also good,POSITIVE
6591,Super nice service,POSITIVE
6592,delivery amazing,POSITIVE
6593,thank u Very much fast delivery,POSITIVE
6594,Delivery very fast best,POSITIVE
6595,Flipkart you are awesome delivery,POSITIVE
6596,also not showing proper demo,NEUTRAL
6597,product nice service thank,POSITIVE
6598,Awesome video Quality nice delivery,POSITIVE
6599,Thanks Flipkart for awesome delivery,POSITIVE
6600,ontime delivery as ensured by Flipkart in a well good,POSITIVE
6601,Great picture qualityFast delivery,POSITIVE
6602,Wonderful TV worth for Money Delivery,POSITIVE
6603,Nice delivery,POSITIVE
6604,Super fast delivery,POSITIVE
6605,Thank you for the quick delivery :) nice product,POSITIVE
6606,service for Flipkart good picture quality&,POSITIVE
6607,mi led installation by ahmed boxwala by jeeves service,NEUTRAL
6608,fast delivery thanks,POSITIVE
6609,super fast delivery,POSITIVE
6610,Superb service,POSITIVE
6611,Super fast delivery,POSITIVE
6612,delivery Good,POSITIVE
6613,super TV thank flipkart for nicely delivered,POSITIVE
6614,delivery not damage well my side full happy,POSITIVE
6615,thank u flipkart for the amazing service,POSITIVE
6616,nice producte quick delivery,POSITIVE
6617,BEST PRODUCT IN THIS RANGE INSTALLATION IS VERY FAST,POSITIVE
6618,installation on time delivery good service excellent,POSITIVE
6619,super fast delivery,POSITIVE
6620,Nice product by mi 4a pro TVBest services,POSITIVE
6621,thanks to flipkart for fast delivery,POSITIVE
6622,Good  product amazing delivery,POSITIVE
6623,value for moneyfast delivery,POSITIVE
6624,Product ð Fast Deliver,NEUTRAL
6625,nice smart Led by Mi thanks flipkart for faster delivery,POSITIVE
6626,demo is worst,NEGATIVE
6627,installation service is very poor,NEGATIVE
6628,Good service jeeves good demo,POSITIVE
6629,flipkart is excellent in delivery,POSITIVE
6630,fast service i am happy ð Than,POSITIVE
6631,picture quality was great fast delivery,POSITIVE
6632,good quality good services,POSITIVE
6633,product fast delivery,NEUTRAL
6634,on time deliveryvalue for money product,NEUTRAL
6635,worst service,NEGATIVE
6636,Thank you flipkart for fast delivery,POSITIVE
6637,#Nice product value for money #And the installation,POSITIVE
6638,deal good delivery,POSITIVE
6639,product very good delivery,POSITIVE
6640,service team is very bad too late,NEGATIVE
6641,Awesome flipcart your excellent service,POSITIVE
6642,Nice tv Best delivery,POSITIVE
6643,nice delivery timing thanks,POSITIVE
6644,Poor delivery systemSever issue of,NEGATIVE
6645,super fast service,POSITIVE
6646,product fast service really happy,POSITIVE
6647,for such a good product delivery,POSITIVE
6648,good But installation bad bad service,NEGATIVE
6649,for money received in good condition,POSITIVE
6650,great delivery as well great product,POSITIVE
6651,very good  tv delivery is realy nice,POSITIVE
6652,TV is good at this price with fast delivery,POSITIVE
6653,Amazing  fast delivery,POSITIVE
6654,feedback by ROHIT pardeshi And service is also good,POSITIVE
6655,good demo,POSITIVE
6656,supper very good service product very good in this budget,POSITIVE
6657,supper very good service product very good in this budget,POSITIVE
6658,Fast delivered for FlipkartThanks,NEUTRAL
6659,service is also good,POSITIVE
6660,good service from syed jeelan of Jeeves,POSITIVE
6661,lightening fast delivery thanks,POSITIVE
6662,delivery man is so good,POSITIVE
6663,product Happy with Flipkart service,POSITIVE
6664,nice tv nice customer service,POSITIVE
6665,Good product good Tv delivery,POSITIVE
6666,service by you guys thanks,POSITIVE
6667,installation person,NEUTRAL
6668,superr i love it services super fast,POSITIVE
6669,product is nice delivery,POSITIVE
6670,Deliver Good Installation Experience by Jeeves,POSITIVE
6671,great performancevery good flipkart service,POSITIVE
6672,to Flipkart for good service,POSITIVE
6673,TV Quality is good flipcart delivery,POSITIVE
6674,wonderful TV thanks to flipkart for one day delivery,POSITIVE
6675,awesome product with good service,POSITIVE
6676,product service is fast,NEUTRAL
6677,for money the delivery of the product was good,POSITIVE
6678,delivery quality of flipkart was awesome,POSITIVE
6679,product is awesome ðinstallation part is also goo,POSITIVE
6680,value for money fast delivery,POSITIVE
6681,delivery  demo fast insaladan  good,POSITIVE
6682,And thank you flipkart for fast delivery,POSITIVE
6683,picture quality fast delivery,NEUTRAL
6684,thank you Flipkart for fast delivery!!,POSITIVE
6685,service provided by me thank,POSITIVE
6686,thanks flipkart for the  fast delivery,POSITIVE
6687,thanks flipkart for the  fast delivery,POSITIVE
6688,shopping experience since prompt delivery,NEUTRAL
6689,fast delivery thanks,POSITIVE
6690,thanks fp for such a fast delivery,POSITIVE
6691,great product great delivery,POSITIVE
6692,Installation service of flipkart was bad,NEGATIVE
6693,service is very poor,NEGATIVE
6694,he arranged for deliverythanks,NEUTRAL
6695,Don't buy very poor service,POSITIVE
6696,awesome delivery,POSITIVE
6697,with quick delivery,NEUTRAL
6698,good good service,POSITIVE
6699,thanks for this nice service,POSITIVE
6700,demo mi contract person of jeevas is very worst,NEGATIVE
6701,thanks to flipkart great service,POSITIVE
6702,Super fast delivery,POSITIVE
6703,delivery is good,POSITIVE
6704,Thanks to Flipkart for quick delivery,POSITIVE
6705,Quality Nice Service,POSITIVE
6706,service of mi led tvThanks,NEUTRAL
6707,very good service very nice,POSITIVE
6708,installation person is very poor knowledge about this product,NEGATIVE
6709,sound quality delivery so fast awesome,POSITIVE
6710,average overall experience is appreciated  fast service,POSITIVE
6711,good delivery good product,POSITIVE
6712,nice delivery,POSITIVE
6713,installation are very good I'm so happy thank,POSITIVE
6714,installation service is very very bad,NEGATIVE
6715,Product is good nice packaging,POSITIVE
6716,bad installation support,NEGATIVE
6717,installation very,NEUTRAL
6718,Awesome Television awesome installation service,POSITIVE
6719,SUPPORT IS VERY POOR FOR DEMO,NEGATIVE
6720,excellent delivery product is average,POSITIVE
6721,Worst product evert didnât support,NEGATIVE
6722,*Installation: Worst,NEGATIVE
6723,good range with lots of featuresService,POSITIVE
6724,now installation complete thanks,POSITIVE
6725,customer service are best thank you flipkart,POSITIVE
6726,or fast delivery by flipkart good work,POSITIVE
6727,Thanks a lot Flipkart for very speedy delivery,POSITIVE
6728,product with very fast installation,NEUTRAL
6729,Thank you for your fast delivery,POSITIVE
6730,quik service for flipkart thanks,POSITIVE
6731,installation process is really great thank,POSITIVE
6732,super excited Mi TV verry fast service,POSITIVE
6733,good product And goods delivered,POSITIVE
6734,Thank you Flipkart for quick service,POSITIVE
6735,installation service is very slow please improve,POSITIVE
6736,its amazinginstallation Done right,NEUTRAL
6737,its amazinginstallation Done right,NEUTRAL
6738,best MI TV best service from flipkart but courier,POSITIVE
6739,installation on time tanks flipkart  about,NEUTRAL
6740,Thnk u flipkart for super smooth service,POSITIVE
6741,awesome TV at great prices with good installation service,POSITIVE
6742,fast delivery best,POSITIVE
6743,Awesome item thanks to Flipkart delivery,POSITIVE
6744,this tv have some issues but in update,NEUTRAL
6745,engineer do not install it properly or demo,NEUTRAL
6746,installation technician response,NEUTRAL
6747,Value for money fast delivery free service,POSITIVE
6748,Delivery is good thanks,POSITIVE
6749,delivery overall Nice,POSITIVE
6750,Good purchase delivery,POSITIVE
6751,Quality is very good value for money Excellent service,POSITIVE
6752,Super fast delivery,POSITIVE
6753,Amazing product in such a reasonable priceExcellent service,POSITIVE
6754,Nice delivery nice product,POSITIVE
6755,Great product Nice delivery Excellent installation,POSITIVE
6756,All r awesome fast delivery,POSITIVE
6757,Awsome product value for money Delivery very good,POSITIVE
6758,best value for money android smart tv timely delivery,POSITIVE
6759,Really bad product with bad connectivityAlso Flipkart customer service,NEGATIVE
6760,It will not working properly worst chormecast service,POSITIVE
6761,product fast delivery,NEUTRAL
6762,LUMINARY LIFESTYLE FAST DELIVERY VERY NICE,POSITIVE
6763,It's nice service,POSITIVE
6764,Thank you flipkart for the fast delivery,POSITIVE
6765,Thank you Flipkart very fast delivery nice,POSITIVE
6766,Nice Product fast delivery installation amazing,POSITIVE
6767,Thanks filpcard for fast delivery,POSITIVE
6768,Thanks Flipkart Best prodect very fast services delivered,POSITIVE
6769,picture quality Nice modelAs expected Nice service,POSITIVE
6770,product good delivery,POSITIVE
6771,Super nice product delivery,POSITIVE
6772,osmBest tv in this price rangeFlipcart service,NEUTRAL
6773,service will be so bad,NEGATIVE
6774,good servicing instalation within two days fast service,POSITIVE
6775,nice fast delivery thank,POSITIVE
6776,Superb product ans delivery on time tooThanks,POSITIVE
6777,overall ExperienceBEST QUALITY VALUE FOR MONEY TVDelivery,POSITIVE
6778,thanks for on-time delivering nice service,POSITIVE
6779,rest the price: Value for money Product Delivery,POSITIVE
6780,value for money product delivery services,POSITIVE
6781,delivery great thanks,POSITIVE
6782,Thanks ekart fast delivery,POSITIVE
6783,Nice product I happy with thatExcellent service,POSITIVE
6784,Super fast delivery flipkart thanks,POSITIVE
6785,Thx to flipkart the delivery is before than delivery date,POSITIVE
6786,product 100% secitfaction fast service,NEUTRAL
6787,value for money product osm product fast delivery,POSITIVE
6788,Thanks Flipkart Service very,POSITIVE
6789,Great onlineshopping experience product is good delivery service,POSITIVE
6790,good installationgood service,POSITIVE
6791,worst worst jeevas installation  no demo is given,NEGATIVE
6792,all OK  Filpkart service is very good thanks,POSITIVE
6793,Best value for money Android smart tvTimely delivery,POSITIVE
6794,Good product for MI    Fast delivery,POSITIVE
6795,Good product installation,POSITIVE
6796,delivery boy was,NEUTRAL
6797,Worth to buy really good product packaging,POSITIVE
6798,As per the rule Technician,NEUTRAL
6799,good price good quality on time delivery,POSITIVE
6800,Excellent product  value for money with fast installation,POSITIVE
6801,good product amazing price very good service,POSITIVE
6802,productGood DeliveryAll Good Thanks,POSITIVE
6803,nice product very fast installation thank,POSITIVE
6804,Best quality best item best service I love,POSITIVE
6805,picture is very nice sounds nice fast  delivery,POSITIVE
6806,product  good service,POSITIVE
6807,good work by flipkart they delivered,POSITIVE
6808,product good value of money MI after sale service,POSITIVE
6809,product good service price very low only 11000 thanks,POSITIVE
6810,Thanks Flipkart Best product Short delivery timeAndQuick installation,POSITIVE
6811,great delivery,POSITIVE
6812,led is good also service of Jeeves,POSITIVE
6813,Nice product thanks flipkart for fastest delivery,POSITIVE
