,0,1,2
5872,realm,best budget tv in this price,POSITIVE
5873,good,Nice product value for money,POSITIVE
5874,one,Superb Tvvalue for money,POSITIVE
5875,this,nice product value of money,POSITIVE
5876,is,the great value for money smart,POSITIVE
5877,best,Built in Chromecast etcBest in the budget range,NEUTRAL
5878,had,product with best price,POSITIVE
5879,awesome,Value of money superb,POSITIVE
5880,tov,value for money very nice,POSITIVE
5881,no,Best in this budget range,POSITIVE
5882,issues,best product in budget,POSITIVE
5883,picture,Super Excellent Choice In Less Budget,POSITIVE
5884,quality,Best LED Best price,POSITIVE
5885,is,Best Smart budget,POSITIVE
5886,best,very nice tv at reasonable prize value for money,POSITIVE
5887,but,product at very low price thanks,POSITIVE
5888,takes,Nice Productvalue of money,POSITIVE
5889,almost,best product in this budget,POSITIVE
5890,3,best price,POSITIVE
5891,4,awesome smart television on best price segment,POSITIVE
5892,minutes,best value for money,POSITIVE
5893,to,Awesome product in awesome price,POSITIVE
5894,start,"budget tv, with good",POSITIVE
5895,sound,better budget better tv mi thank,POSITIVE
5896,spend,Best budget smart tv in this price segment thank,POSITIVE
5897,a,Best  Tv in budget Very nice,POSITIVE
5898,little,Best worth of moneyAnd provides nice,POSITIVE
5899,more,best product  amazing specification at low cost budget,POSITIVE
5900,money,Best value,POSITIVE
5901,and,best price,POSITIVE
5902,purchases,Soo poor product dont buy waste age of money,NEGATIVE
5903,a,product in value of price Good,POSITIVE
5904,good,best price TV thank,POSITIVE
5905,one Apart,great sound great picture qualityvalue for money purchase,POSITIVE
5906,from,amazing value for money,POSITIVE
5907,that,Overall this is the best tv at price segment sound,POSITIVE
5908,the,picture quality good nice performance value of money,POSITIVE
5909,picture,smart tv  value for money,POSITIVE
5910,quality,best quality product in best price!!,POSITIVE
5911,is,Great package at great price,POSITIVE
5912,good,VERY GOOD AS PER BUDGET ALSO ITS GOOD WORTH,POSITIVE
5913,and,Awesome product in budget,POSITIVE
5914,sound,best tv in budget price,POSITIVE
5915,is,superb tv Best price smart,POSITIVE
5916,very,best value for money,POSITIVE
5917,clear,best product at best price,POSITIVE
5918,without,great budget smart TV has good,POSITIVE
5919,very,nice product for this price value for money,POSITIVE
5920,nice,Excellent super quality in thise budget,POSITIVE
5921,we,best product in reasonable price,POSITIVE
5922,all,Value for money super,POSITIVE
5923,happy,excellent product with ultimate value for money,POSITIVE
5924,with,good sound good quality worth of money,POSITIVE
5925,43,good quality value off many for worth,POSITIVE
5926,inch,Great TV with Best price,POSITIVE
5927,display,best price,POSITIVE
5928,nice,good product on this price value,POSITIVE
5929,picture,"Connectivity is excellent, value for money",POSITIVE
5930,quality,product sound effects good value for money,POSITIVE
5931,nice,Value for money picture quality good,POSITIVE
5932,picture,best price,POSITIVE
5933,quality,EXCELLENT TVâ¤A 100%MONEY WORTH,POSITIVE
5934,super,Best Budget Smart Android TV with Big Sizeï¿½,POSITIVE
5935,sound,smart TV 4A pro is very good product worth,POSITIVE
5936,and,Graet price nice,POSITIVE
5937,picture,nice product in this price,POSITIVE
5938,quality,"Nice ,, budget friendly",POSITIVE
5939,awesome,Value For money awesome product good,POSITIVE
5940,product,Really great work nice product value of moneyThanks,POSITIVE
5941,nice,budget smart,POSITIVE
5942,picture,Nice best value of money,POSITIVE
5943,quality,"value for money , happy",POSITIVE
5944,sound,super clearity valu worth money,POSITIVE
5945,is,Super quality Good worth,POSITIVE
5946,average,Good product value for money,POSITIVE
5947,no,Nice product super value,POSITIVE
5948,dolly,good price,POSITIVE
5949,audio,Awesome product in decent price,POSITIVE
5950,available,Nice product value for money,POSITIVE
5951,utv,Best value for money,POSITIVE
5952,is,It is really one of the best budget smart,POSITIVE
5953,best,product in good price,POSITIVE
5954,in,Overall good deal in the price range,POSITIVE
5955,its,Nice picturization wonderful android TV at this price range,POSITIVE
5956,price,Best affordable television in this price range,POSITIVE
5957,range,Amazing product with amazing value,POSITIVE
5958,great,Good product value of money,POSITIVE
5959,picture,Nice product satisfied value for money,POSITIVE
5960,quality,Product worth value is too good,POSITIVE
5961,decent,nice one for this range compelete value for money,POSITIVE
5962,sound,Nice tv value for money,POSITIVE
5963,normal,good product value for money,POSITIVE
5964,casting,Very nice product value for money,POSITIVE
5965,of,Nice product value,POSITIVE
5966,apps,nice product value for money,POSITIVE
5967,like,Best value for money(,POSITIVE
5968,youtube,Nice deliveredGood offerWell did Thanks,POSITIVE
5969,one,ALL THINGS ARE GOOD VALUABLE PRODUCTVALUE OF MONEY,POSITIVE
5970,of,Excellent value for money,POSITIVE
5971,the,specification nice worth for ð¿ mone,POSITIVE
5972,best,worth the money the quality is pretty good,POSITIVE
5973,fully,Very nice budget,POSITIVE
5974,smart,tv worth buying value for money,POSITIVE
5975,led,Awesome product worth for the value,POSITIVE
5976,had,good best tv at low budget,POSITIVE
5977,tov,Excellent product worth for your money,POSITIVE
5978,netflix,Nice product value of money,POSITIVE
5979, Sony Liv,awesome worth of cost nice,POSITIVE
5980,all,tv for budget,NEUTRAL
5981,works,Thanks to MI nice TV in this price,POSITIVE
5982,great,Nice product value for money,POSITIVE
5983,and,best value for money,POSITIVE
5984,picture,product ð wort,NEUTRAL
5985,quality,Value of money,POSITIVE
5986,of,Best value for money,POSITIVE
5987,their,Best Smart tv in this budget,POSITIVE
5988,had,Best smart in this price,POSITIVE
5989,content,Best smart TV at this price,POSITIVE
5990,is,Rest nice tv with such price budget,POSITIVE
5991,good,Good product good price,POSITIVE
5992,use,Excellent product by MiValue for money,POSITIVE
5993,had,Best value for money,POSITIVE
5994,channels,nice product this range Thank,POSITIVE
5995,in,Very good product i am very satisfied value for money,POSITIVE
5996,your,It's best value for money,POSITIVE
5997,set,Super value for money,POSITIVE
5998,top,awesome at its price which is fully value for money,POSITIVE
5999,box,EXCELLENT PRODUCT IN BUDGET PRICE,POSITIVE
6000,super,â¢Good TV for low budget (cost,NEGATIVE
6001,tov,price good,POSITIVE
6002,nice,Value of money nice TV I'm very satisfied,POSITIVE
6003,picture,Value for moneyGoogle assistant is also nice,POSITIVE
6004,quality,Value of money Nice,POSITIVE
6005,you,Good value for money,POSITIVE
6006,can,It is awesome product in the mid budget range,POSITIVE
6007,buy,Nice one really value for money,POSITIVE
6008,this,Value for money. Best budget smart,POSITIVE
6009,super,product worth for money,POSITIVE
6010,clarity,Excellent product Value for money,POSITIVE
6011,fantastic,Nice tv best price,POSITIVE
6012,screen,Best tv for best price it's really awesome,POSITIVE
6013,mirror,This product best of value for money,POSITIVE
6014,cast,Value for money best tv under budget,POSITIVE
6015,is,TV worth for price,POSITIVE
6016,not,"product is super , Value for money , Good",POSITIVE
6017,working,Nice product in mid budget,POSITIVE
6018,properly,product at a very good price,POSITIVE
6019,hangs,"Look awesome, good affordable price",POSITIVE
6020,every,product with best price,POSITIVE
6021,mins,This product is very nice ðð value for mon,POSITIVE
6022,while,product worth of money,POSITIVE
6023,casting,Best to with best price,POSITIVE
6024,i,You can go for it as it is a budget,NEUTRAL
6025,got,nice tv Value for money,POSITIVE
6026,this,It's awesome Value for money,POSITIVE
6027,android,"Nice, value for money",POSITIVE
6028,tov,Good Value for money Not good as,POSITIVE
6029,for,this price i m happy,POSITIVE
6030,irs,One of the best low budget super,POSITIVE
6031,12500best,Excellent TV in best price,POSITIVE
6032,product,Very nice product at budget cost,POSITIVE
6033,to,awesome tv good ð value of the mone,POSITIVE
6034,buy,Nice product value for money,POSITIVE
6035,at,This product is very awesome value for money,POSITIVE
6036,this,Best rate,POSITIVE
6037,price,is an awesome TV in awesome price range,POSITIVE
6038,picture,Overall good value of money,POSITIVE
6039,quality,The Product Worth Value for that Money Paid,POSITIVE
6040,sound,Good product its value for money,POSITIVE
6041,was,Nice product for value paid,POSITIVE
6042,best,ExcellentWorth of Money,NEUTRAL
6043,and,product in low price,NEGATIVE
6044,the,Thanks MI for such a very good product in budget,POSITIVE
6045,surrounding,nice value of money,POSITIVE
6046,sound,Nice working so good very nice tv value for money,POSITIVE
6047,super,Nice product in this priceValue for money,POSITIVE
6048,good,Nice product ð value for mone,POSITIVE
6049,picture,Best set everBest features at best price,POSITIVE
6050,and,niCe design value of money,POSITIVE
6051,sound,Nice tv value for money,POSITIVE
6052,really,one price worth,POSITIVE
6053,awesome,Good value for money budget friendly,POSITIVE
6054,product,value of money fast insulation overal very good,POSITIVE
6055,from,Really nice tv great deal,POSITIVE
6056,mi,This is amazing value for money,POSITIVE
6057,picture,good product value for money,POSITIVE
6058,quality,Excellent product value for money,POSITIVE
6059,is,value of price thanks,POSITIVE
6060,brilliant,Best tv value for money,POSITIVE
6061,sound,budget TV with good,POSITIVE
6062,is,Best value for money,POSITIVE
6063,awesome,decent product worth of money thank,POSITIVE
6064,the,Nice product in this price range,POSITIVE
6065,only,That's very nice Led at best price,POSITIVE
6066,minus,Super value of the money,POSITIVE
6067,was,Best Budget Smart,POSITIVE
6068,connectivity,Best products in budget,POSITIVE
6069,otherwise,Best value of money,POSITIVE
6070,super,best value for money,POSITIVE
6071,best,"Great work in this product, value for money",POSITIVE
6072,picture,Absolutely nice at this price range,POSITIVE
6073,quality,Nice budget tv I am satisfied,POSITIVE
6074,perfect,Nice product best quality value for money,POSITIVE
6075,picture,Best TV at an excellent price,POSITIVE
6076,quality,"value for money,, Much happy",POSITIVE
6077,nice,androit smart tv worth price is very low,POSITIVE
6078,sound,very nice tv in low price,POSITIVE
6079,complete,Awesome product with best price,POSITIVE
6080,tov,Tv is good best budget,POSITIVE
6081,in,profuct value for money conctivity super,POSITIVE
6082,this,good product Value for money,POSITIVE
6083,budget,Good product good price,POSITIVE
6084,delivery,Nice product value for money,POSITIVE
6085,superb,android led tv best priceI am so happy,POSITIVE
6086,picture,good product at good price,POSITIVE
6087,quality,nice product with awesome rate,POSITIVE
6088,sound,Very nice product value for money,POSITIVE
6089,very,Nice tv good save money,POSITIVE
6090,good,Nice product value for money,POSITIVE
6091,but,Good price,POSITIVE
6092,connectivity,Super value for money,POSITIVE
6093,properly,to price Value for price itâs best,POSITIVE
6094,badvalue,Best offer budget TV breand Mi thanks,POSITIVE
6095,for,overall its good seeing it's a budget friendly smart-tv,POSITIVE
6096,good,Best value for money,POSITIVE
6097,picture,Best value,POSITIVE
6098,quality,awesome product best in all range,POSITIVE
6099,good,Good product value for money,POSITIVE
6100,sounds,nice product value for money,POSITIVE
6101,nice,Value for money Nice,POSITIVE
6102,product,Value of money nice,POSITIVE
6103,whom,Really Really awesome at this price range,POSITIVE
6104,picture,Excellent value for money,POSITIVE
6105,quality,Nice one in this priceValue for money,POSITIVE
6106,but,Nice product in low budget,POSITIVE
6107,some,"Good product, value for money",POSITIVE
6108,connectivity,It was great value for money,POSITIVE
6109,problems,Good value for money,POSITIVE
6110,all,nice product best prices,POSITIVE
6111,is,Good product value of money,POSITIVE
6112,well,good price,POSITIVE
6113,casting,itThanks MI its value for money,POSITIVE
6114,very,Superb TVVery perfect for in budget,POSITIVE
6115,good,Nice one this budget range,POSITIVE
6116,quality,everything perfect value for money,POSITIVE
6117,pictures,product at best price,POSITIVE
6118,quality,Nice TV value of money,POSITIVE
6119,is,awesome value of money,POSITIVE
6120,awesome,Value of moneyGood,POSITIVE
6121,sound,Amazing tv value for money,POSITIVE
6122,is,Good total value for money,POSITIVE
6123,very,Awesome ProductValue for MoneyThank,POSITIVE
6124,loud,excellent productsuper quality reasonable price,POSITIVE
6125,but,the product is still an excellent value for money,POSITIVE
6126,quality,Awesome tv at best price,POSITIVE
6127,is,Nice product low budget,POSITIVE
6128,not,price is perfect good product MI is best,POSITIVE
6129,so,super product  value for money,POSITIVE
6130, C O R R E C T,"Best smart led tv ,,,best performance in this price range",POSITIVE
6131, T I M E,Value money good,POSITIVE
6132, D E L I V E R Y,So good for best price,POSITIVE
6133, A N D,brand excellent product full value of money,POSITIVE
6134, I N S T A L L A T I O N,Ultimate product value of money thanks,POSITIVE
6135, G O O D,product with best price,POSITIVE
6136, P I C T U R E,It's best value for money,POSITIVE
6137, Q U A L I T Y T H A N K,Good product for this price is awesome,POSITIVE
6138, Y O U,it is best product for this cost  valuable product       thank,POSITIVE
6139,mi,good product value of money,POSITIVE
6140, F L I P K A R T,Nice product value for money,POSITIVE
6141,awesome,good quality product value for money,POSITIVE
6142,mi,best smart tv in best price,POSITIVE
6143, L E D,good product nice one value for money,POSITIVE
6144,smart,Worth for money really good,POSITIVE
6145,tov,"Well,nice product for reasonable price",NEUTRAL
6146,nice,"good, lowest price",POSITIVE
6147,picture,thanks MI full value of money,POSITIVE
6148,quality,Awesome product worth money,POSITIVE
6149,very,Awesome product simply superb worth,POSITIVE
6150,clear,it's nice value for money,POSITIVE
6151,and,it's good best value for money,POSITIVE
6152,audible,product money worth,POSITIVE
6153,sound,awesome for decent money best,POSITIVE
6154,very,nice TV value for money,POSITIVE
6155,supportive,very nice product value for money,POSITIVE
6156,excellent,very  very nice product value for money,POSITIVE
6157,quality,led smart tv in a good price,POSITIVE
6158,product,Excellent product ððð value for money ðð ,POSITIVE
6159,picture,Budget friendly smart TV value for money,POSITIVE
6160,quality,best tv in value of money,POSITIVE
6161,sound,Awesome product value for money,POSITIVE
6162,and,Value For Money Very Nice,POSITIVE
6163,wireless,Good value for money,POSITIVE
6164,connectivity,nice value for money,POSITIVE
6165,and,"Value for money,excellent",POSITIVE
6166,very,super value for money,POSITIVE
6167,awesome,product value for money,POSITIVE
6168,picture,Nice product value for money,POSITIVE
6169,quality,excellent value for money,POSITIVE
6170,but,Best value for money,POSITIVE
6171,sound,Good product value for money,POSITIVE
6172,quality,nice value for money,POSITIVE
6173,is,nice product value for money,POSITIVE
6174,little,value for money  product overall product is good,POSITIVE
6175,bit,Awesome product value for money,POSITIVE
6176,low,overall it is good product in this price range,POSITIVE
6177,really,Nice TV in good budget,POSITIVE
6178,worth,the best deal at this price range,POSITIVE
6179,for,best value for money,POSITIVE
6180,17500,Excellent value for money,POSITIVE
6181,good,Nice TV with nice features in very compatible price,POSITIVE
6182,quality,awesome product with best value,POSITIVE
6183,video,amazing smart tv under budget,POSITIVE
6184,and,awesome product at superb price,POSITIVE
6185,sounds,"reasonable price, best tv at this price with excellent",POSITIVE
6186,connectivity,gud smart tv in family budget price,POSITIVE
6187,best,overall very good at this price range thanks,POSITIVE
6188,quality,nice product value for money,POSITIVE
6189,of,good product ? value of money,POSITIVE
6190,picture,Best TV on this price rangeAwesome,POSITIVE
6191,and,nice product value,POSITIVE
6192,good,rate product is excellent performance is good,POSITIVE
6193,sound,awesome product in this budget,POSITIVE
6194,and,Also fast instalation value of money good,POSITIVE
6195,connectivity,It's a Awesome purchase in a tight budget,POSITIVE
6196,good,Best tv at 40inch value for money,POSITIVE
6197,average,nice product it is value for money,POSITIVE
6198,picture,Great product at great price,POSITIVE
6199,quality,good price point,POSITIVE
6200,sound,Best TV in best price,POSITIVE
6201,quality,nice value for money,POSITIVE
6202,is,awesome product value for money,POSITIVE
6203,goodpicture,It is really the best budget,POSITIVE
6204,quality,Nice product low budget,POSITIVE
6205,also,nice tv value for money,POSITIVE
6206,seperate,VERY GOOD AWESOME VALUE FOR MONEY,POSITIVE
6207,product,very nice value for money,POSITIVE
6208,from,Best product in budget price,POSITIVE
6209,mi,best for budget,POSITIVE
6210,see,Nice product ð value of mone,POSITIVE
6211,in,product in best price,POSITIVE
6212,large,product worth for Money,POSITIVE
6213,screen,"good product,, best feature in in low cost",POSITIVE
6214,with,Nice suparb value for money,POSITIVE
6215,less,nice product value of money,POSITIVE
6216,money,product on budgetI love,POSITIVE
6217,you,Super Range In Budget thanks,POSITIVE
6218,can,osam tv best money value,POSITIVE
6219,i,good tv in this price value for money,POSITIVE
6220,expect,great product with effective features in best price,POSITIVE
6221,crisp,Good product value for money,POSITIVE
6222,sharp,Great value for money,POSITIVE
6223,colour,product is a very good value for money,POSITIVE
6224,as,excellent productvalue for money,POSITIVE
6225,we,super product best in this price,POSITIVE
6226,see,Good in this pricevalue of money,POSITIVE
6227,in,Best value for money,POSITIVE
6228,sony,awesome very nice productvalue for money,POSITIVE
6229, Samsung,Worth full of money good,POSITIVE
6230,like,Very nice product at reasonable price,POSITIVE
6231,high,great value for money,POSITIVE
6232,branded,Nice product value for money,POSITIVE
6233,nice,very awesome product worth,POSITIVE
6234,one,value for many small budget TV very nice,POSITIVE
6235,good,nice product value for money,POSITIVE
6236,for,price good,POSITIVE
6237,picture,It's awesome value for money,POSITIVE
6238,and,superb quality nice tv on this cost value for money,POSITIVE
6239,volume,great product got at great price,POSITIVE
6240, Flipkart,product is awesome value for money,POSITIVE
6241,is,value of money is great,POSITIVE
6242,best,Worth of money Nice quality Fall in love,POSITIVE
6243,but,awesome super for this tv this amount,POSITIVE
6244,tov,Great Value for money,POSITIVE
6245,screen,best value for money,POSITIVE
6246,cast,excellent TV value for money,POSITIVE
6247,not,Good product value for money,POSITIVE
6248,working,Good product value for money,POSITIVE
6249,utv,nice product for the best price,POSITIVE
6250,is,product best value of money,POSITIVE
6251,good,super TV Best price,POSITIVE
6252,and,"amazing,value for money",NEUTRAL
6253,brightness,Best price for resanable,POSITIVE
6254,is,best for value for money,POSITIVE
6255,good,good product value of money,POSITIVE
6256,sound,nice product at affordable price,POSITIVE
6257,is,product nice price nice companygood,POSITIVE
6258,satisfactory,this is the best price for value thank,POSITIVE
6259,but,Best product on Best price thanx,POSITIVE
6260,the,very nice best tv in this price,POSITIVE
6261,wifi,worth for money  good product mi is best,POSITIVE
6262,connectivity,value for money nice,POSITIVE
6263,product,Very nice product in this price range,POSITIVE
6264,is,product in this price range I'm,NEUTRAL
6265,nice,Very nice product in this budget range,POSITIVE
6266,picture,other aspects its good a great value for money deal,POSITIVE
6267,quality,nice you can go with this in small budget,POSITIVE
6268,is,Its an Awesome value for money,POSITIVE
6269,incest,product value for money Paisa,POSITIVE
6270,reeves,Product is superb in this budget price range,POSITIVE
6271,service,amazing product value for money,POSITIVE
6272,not,excellent product value,POSITIVE
6273,good,best value for money,POSITIVE
6274,charges,love this product this is good product for valuable money,POSITIVE
6275,for,Value worth product with such range,POSITIVE
6276,almost,awesome product value for money,POSITIVE
6277,2,best value for money as expected this price tag,POSITIVE
6278,weeks,great product value for money,POSITIVE
6279,so,Great product at a great price,POSITIVE
6280,far,Good product worth money,POSITIVE
6281,working,nice product value for money,POSITIVE
6282,good,really nice value for money thanks,POSITIVE
6283,worth,Value of money good,POSITIVE
6284,for,very nice Mi led tv  nice value for money,POSITIVE
6285,the,quility value for my money thank,POSITIVE
6286,amount,nice product value for money,POSITIVE
6287,we,super nice value for money,POSITIVE
6288,have,Superb product @ superb Price range,POSITIVE
6289,suspendpicture,very nice product worth buying,POSITIVE
6290,quality,Best in class in it's price rangeðð¼ðð¼ðð¼ Value for,POSITIVE
6291,is,excellent led supppperrrb nice Android with affordable price,POSITIVE
6292,decent,Best facilities available in this price value for money,POSITIVE
6293,but,Very nice Product for the budget price,POSITIVE
6294,you,Best product value for money,POSITIVE
6295,could,Awesome productvalue for money,POSITIVE
6296,feel,best product best TV on this price,POSITIVE
6297,a,best product in this price great,POSITIVE
6298,dark,Good quality product good value for money,POSITIVE
6299,shade,Value for money is nice,POSITIVE
6300,very,quality value of money to this price thanks,POSITIVE
6301,nice,Awesome TV value for money,POSITIVE
6302,good,very nice product full value of money,POSITIVE
6303,display,product good value for money,POSITIVE
6304,quality,product nice one this range,POSITIVE
6305,wonderful,Value For Money verry good,POSITIVE
6306,picture,nice product value for money,POSITIVE
6307,quality,Again a great product with good value for money,POSITIVE
6308,amazing,Awesome one value for price really worth,POSITIVE
6309,working,excellent product on excellent price,POSITIVE
6310,good,Product in best price,POSITIVE
6311,and,awesome product extra value for money,POSITIVE
6312,looks,good product value for money,POSITIVE
6313,great,Best value for money,POSITIVE
6314,of,good product value for money,POSITIVE
6315,picture,Excellent productValue for money,POSITIVE
6316,quality,product in good price,POSITIVE
6317,the,Awesome product Value for money,POSITIVE
6318,for,very good TVbest value of money,POSITIVE
6319, Flipkart,Awesome product for this price thanks,POSITIVE
6320,to,Good Value For Money,POSITIVE
6321,deliver,"for money ,,,it's very good",POSITIVE
6322,there,Amazing product this price,POSITIVE
6323,also,Nice product at this price rangeLoved it thanks,POSITIVE
6324,epic,awesome full money worth love,POSITIVE
6325,quality,Super value for money,POSITIVE
6326,is,The best TV in this range,POSITIVE
6327,superb,Best TV with excellent quality overall at lowest price range,POSITIVE
6328,nice,awesome product under money value,POSITIVE
6329,connectivity,low price  good,POSITIVE
6330,value,overall very good TV from mi at best price,POSITIVE
6331,for,good product value of money,POSITIVE
6332,money,Awesome product received for 18K is worth for the money,POSITIVE
6333,good,great product value for money,POSITIVE
6334,quality,worth buyinggood at this price range,POSITIVE
6335,product,good tv value for money,POSITIVE
6336,picture,good product value for money,POSITIVE
6337,quality,product with best price,POSITIVE
6338,best,Nice product low price best,POSITIVE
6339,screen,product in this price mi is best,POSITIVE
6340,mirroring,One of the best tv in this price range,POSITIVE
6341,problem,awesome sounds best budget,POSITIVE
6342,bad,resolution are awesome value of money,POSITIVE
6343,product,"nice product from Mi ,,,value for money",POSITIVE
6344,picture,nice smart tv in good budget,POSITIVE
6345,quality,nice products value of money,POSITIVE
6346,is,excellent product value for money,POSITIVE
6347,very,awesome product value for money,POSITIVE
6348,bad,good according to its price,POSITIVE
6349,nice,Ok product good value for money,POSITIVE
6350,led,Nice Product value for money,POSITIVE
6351,picture,Nice product value for money,POSITIVE
6352,and,value for money happy,POSITIVE
6353,sound,best price,POSITIVE
6354,to,very good product nice value for money,POSITIVE
6355,good,best value of money,POSITIVE
6356,in,LOW PRICE,NEGATIVE
6357,this,nice best in the value,POSITIVE
6358,price,product worth value for money,POSITIVE
6359,thank,Nice value,POSITIVE
6360,you,smart tv value for money,POSITIVE
6361,nice,nice led this rate is good for every,POSITIVE
6362,to,value of money 5*,POSITIVE
6363,sound,value for moneynice smart tv in low price,POSITIVE
6364,picture,awesome product this range VALUE OF MONEY,POSITIVE
6365,quality,nice product value of money,POSITIVE
6366,is,Best value for moneySuper,POSITIVE
6367,good,very nice product value of money,POSITIVE
6368,very,nice value for money,POSITIVE
6369,good,Best package at best price,POSITIVE
6370,picture,TV is really good best for the budget,POSITIVE
6371,quality,product worth,POSITIVE
6372,good,it is just a perfect tv on a perfect price,POSITIVE
6373,its,good product value for money,POSITIVE
6374,amazingpicture,good price,POSITIVE
6375,quality,value for money very good,POSITIVE
6376,is,awesome worth for money,POSITIVE
6377,superb,very nice product with reasonable price,POSITIVE
6378,sound,budget best,POSITIVE
6379,is,sounds nice value for money superb,POSITIVE
6380,ok,Nice product by mi in less price,POSITIVE
6381,and,Awesome Led tvvery very good in this price,POSITIVE
6382,price,nice tv in your budget,POSITIVE
6383,is,good product at this price,POSITIVE
6384,fabulous,budget Smart Android TVTrue Value For Money,POSITIVE
6385,i,nice product  value for money,POSITIVE
6386,buy,Best Value for Money,POSITIVE
6387,this,nice product value of money,POSITIVE
6388,in,Value for Money Nice tv awesome,POSITIVE
6389,just,Best budget Smart TV in this price range,POSITIVE
6390,amazing,PERFECT VALUE OF MONEY,POSITIVE
6391,till,good product at good price,POSITIVE
6392,now,Best TV And value for money,POSITIVE
6393,very,Awesome product i loved it value for money,POSITIVE
6394,loud,VALUE FOR MONEY SUPER,POSITIVE
6395,and,Worth for value,POSITIVE
6396,clear,Nice product value for money,POSITIVE
6397,sound,super product value for money,POSITIVE
6398,picture,Very nice product at very best price,POSITIVE
6399,quality,good insulation we have value for money,POSITIVE
6400,is,product low price running smooth satisfied this product thank,POSITIVE
6401,superb,nice tv value of money,POSITIVE
6402,at,it's a very good quality product for this budget  nice,POSITIVE
6403,this,Worth value of money!,POSITIVE
6404,price,nice product value for money,POSITIVE
6405,point,best TV at best price,POSITIVE
6406,amazing,value of money product is very good,POSITIVE
6407,experience,best value for money,POSITIVE
6408,i,Awesome TV value for money,POSITIVE
6409,had,in this great price I get smart TV excellent,POSITIVE
6410,the,Such A Nice Product Value For Money,POSITIVE
6411,the,Awesome value for money,POSITIVE
6412,best,amazing product value for money,POSITIVE
6413,experience,value of money good product mi brand thanx,POSITIVE
6414,in,"good product, picture was good, value for money",POSITIVE
6415,picture,Really nice product in this low budget,POSITIVE
6416,quality,good to money,POSITIVE
6417,but,Good value for money,POSITIVE
6418,in,product#Worth for money,NEUTRAL
6419,software,nice product awesome value of the money,POSITIVE
6420,i,Nice product value for money,POSITIVE
6421,had,nice product value of money,POSITIVE
6422,lot,Value for money Best Features at that price,POSITIVE
6423,of,value for money good instalation,POSITIVE
6424,disturbance,nice tv in nice money,POSITIVE
6425,value,nice product value for money,POSITIVE
6426,for,best product at best price,POSITIVE
6427,money,Value for money fast delivery free service,POSITIVE
6428,this,Delivery is good thanks,POSITIVE
6429,was,delivery overall Nice,POSITIVE
6430,average,Good purchase delivery,POSITIVE
6431,quality,Quality is very good value for money Excellent service,POSITIVE
6432,picture,Super fast delivery,POSITIVE
6433,on,Amazing product in such a reasonable priceExcellent service,POSITIVE
6434, D T H,Nice delivery nice product,POSITIVE
6435,it,Great product Nice delivery Excellent installation,POSITIVE
6436,i,All r awesome fast delivery,POSITIVE
6437,best,Awsome product value for money Delivery very good,POSITIVE
6438,in,best value for money android smart tv timely delivery,POSITIVE
6439,this,Really bad product with bad connectivityAlso Flipkart customer service,NEGATIVE
6440,price,It will not working properly worst chormecast service,POSITIVE
6441,satisfactory,product fast delivery,NEUTRAL
6442,picture,LUMINARY LIFESTYLE FAST DELIVERY VERY NICE,POSITIVE
6443,quality,It's nice service,POSITIVE
6444,nice,Thank you flipkart for the fast delivery,POSITIVE
6445,super,Thank you Flipkart very fast delivery nice,POSITIVE
6446,display,Nice Product fast delivery installation amazing,POSITIVE
6447,awesome,Thanks filpcard for fast delivery,POSITIVE
6448,tov,Thanks Flipkart Best prodect very fast services delivered,POSITIVE
6449,nice,picture quality Nice modelAs expected Nice service,POSITIVE
6450,picture,product good delivery,POSITIVE
6451,quality,Super nice product delivery,POSITIVE
6452,but,osmBest tv in this price rangeFlipcart service,NEUTRAL
6453,passing,service will be so bad,NEGATIVE
6454,and,good servicing instalation within two days fast service,POSITIVE
6455,one,nice fast delivery thank,POSITIVE
6456,plus,Superb product ans delivery on time tooThanks,POSITIVE
6457,mobiles,overall ExperienceBEST QUALITY VALUE FOR MONEY TVDelivery,POSITIVE
6458,is,thanks for on-time delivering nice service,POSITIVE
6459,not,rest the price: Value for money Product Delivery,POSITIVE
6460,tov,value for money product delivery services,POSITIVE
6461,is,delivery great thanks,POSITIVE
6462,good,Thanks ekart fast delivery,POSITIVE
6463,picture,Nice product I happy with thatExcellent service,POSITIVE
6464,quality,Super fast delivery flipkart thanks,POSITIVE
6465,is,Thx to flipkart the delivery is before than delivery date,POSITIVE
6466,really,product 100% secitfaction fast service,NEUTRAL
6467,good,value for money product osm product fast delivery,POSITIVE
6468,at,Thanks Flipkart Service very,POSITIVE
6469,this,Great onlineshopping experience product is good delivery service,POSITIVE
6470,price,good installationgood service,POSITIVE
6471,range,worst worst jeevas installation  no demo is given,NEGATIVE
6472,the,all OK  Filpkart service is very good thanks,POSITIVE
6473,best,Best value for money Android smart tvTimely delivery,POSITIVE
6474,product,Good product for MI    Fast delivery,POSITIVE
6475,and,Good product installation,POSITIVE
6476,picture,delivery boy was,NEUTRAL
6477,quality,Worth to buy really good product packaging,POSITIVE
6478,is,As per the rule Technician,NEUTRAL
6479,superb,good price good quality on time delivery,POSITIVE
6480,installation,Excellent product  value for money with fast installation,POSITIVE
6481,was,good product amazing price very good service,POSITIVE
6482,awesome,productGood DeliveryAll Good Thanks,POSITIVE
6483,and,nice product very fast installation thank,POSITIVE
6484,the,Best quality best item best service I love,POSITIVE
6485,guy,picture is very nice sounds nice fast  delivery,POSITIVE
