,0,1,2,,
9807,"...Mind Blowing... Value For Money , Perfect in this price range",Value For Money,POSITIVE,,
9808,...best mobile in low price,best mobile in low price,NEGATIVE,,
9809,...awesome phone value for money ððð,awesome phone value for money ððð,POSITIVE,,
9810,...Good budget phone. The camera is average. Performance is awesome,Good budget phone,POSITIVE,,
9811,...Value for money.... Thanks Flipkart ?,Value for money,POSITIVE,,
9812,...Screen Size with equivalent Resolution n Competitive Price n  . ... .. . .Level more than expectations,Competitive Price n,POSITIVE,,
9813,"...value for money,but could be more better...",value for money,NEUTRAL,,
9814,...awesome phone very nice performance value for money. this phone has very good battery backup,awesome phone very nice performance value for money,POSITIVE,,
9815,...super Product low price,super Product low price,NEGATIVE,,
9816,...gud product.. value of money,value of money,POSITIVE,,
9817,"...snapdragon 439 chipset, otherwise this smartphone is best in this price.",smartphone is best,POSITIVE,,
9818,...The best value mobile in this price range . Also camera improvement should be done,The best value mobile in this price range,POSITIVE,,
9819,...value for money ï¿½,value for money ï¿½,NEUTRAL,,
9820,... badð§ it's price range overalls Awesome .camera quality as nice as value for money. Battery backup also superb,.camera quality as nice as value for mon,POSITIVE,,
9821,"...Handset is good, Value for money. But too heavy and bulky. Handset is too",Value for money,POSITIVE,,
9822,"...Nyc product, value for money. Super flipkartð for giving me the nyc produc","Nyc product, value for money",POSITIVE,,
9823,...storage is beautiful and RAM is always good. 7999/- is it best price was,7999/- is it best price was,POSITIVE,,
9824,...super value for money,super value for money,POSITIVE,,
9825,"...awesm.valuable money.with good sound.good quality camera,I think",valuable money,POSITIVE,,
9826,...Value for money,Value for money,NEUTRAL,,
9827,...very good mobile worh of money,very good mobile worh of money,POSITIVE,,
9828,...Value for money,Value for money,NEUTRAL,,
9829,...Value for money,Value for money,NEUTRAL,,
9830,...ever seen..Very bad..Worst performance...Mostly Worst Display..,Mostly Worst Display,NEGATIVE,,
9831,...in less price. Battery last long time. Large display. Looking wise and feature wise its best,Large display,POSITIVE,,
9832,... at this budget. Good batteryð back up. Good Display Quality. Overall a good mobile phon, Good Display Quali,POSITIVE,,
9833,...Display quality is bad.Performance not good as expected.Design,Display quality is bad,NEGATIVE,,
9834,...worst display and battery heat,worst display,NEUTRAL,,
9835,...GOOD PHONE. CAMERA NOT SATISFIED BUT OK. DISPLAY AND BATTERY SUPER . DESIGN ALSO GOOD. OVERALL A GOOD PHONE FOR DAILY USE.,DISPLAY AND BATTERY SUPER . DESIGN ALSO GOOD,POSITIVE,,
9836,"...very nice battery, display and phone size","very nice battery, display",POSITIVE,,
9837,...Good camera and Display,Good camera and Display,NEUTRAL,,
9838,"...Only the performance is Little bit slowThe rest is good Best camera, display and battery at this cost","The rest is good Best camera, display",POSITIVE,,
9839,...processor is little bit slowCamera and battery is good display also good,battery is good display also good,POSITIVE,,
9840,...Sometimes mobile is laging.... display is average....processor too old. I think this price,display is average,NEUTRAL,,
9841,...my mi 8 mobile display  waste,my mi 8 mobile display  waste,NEGATIVE,,
9842,...It is good but display is very bad quality,display is very bad quality,NEGATIVE,,
9843,...Glass was superbDisplay is quite good,Display is quite good,POSITIVE,,
9844,...every feature of this phone is good but the display is very bad cause after 6 months in the display suddenly,display is very bad,NEGATIVE,,
9845,...Good camera & excellent battery backup. Good display at this price.,Good display at this price,POSITIVE,,
9846,...Battery -GoodCamera and Display -Below AverageValue for money.,Display -Below Average,NEUTRAL,,
9847,...There is no issues in it.Battery is good.Display is good.And it's best phone in ? 8k .,Display is good,POSITIVE,,
9848,...Nice smooth display back side colour very dull,Nice smooth display back side colour very dull,NEGATIVE,,
9849,...Good phone best display,Good phone best display,POSITIVE,,
9850,...good in this mobileIt's performance and display is great but one thing it disappointed me i.e. camera,display is great,NEGATIVE,,
9851,...performance at this price .Display i feel display is little bit bad and nits are too low and sharpness and clarity,display is little bit bad,NEGATIVE,,
9852,...Screen quality is poor,Screen quality is poor,NEGATIVE,,
9853,...I used this phone very nice display and battery performance is awesomeðâð,I used this phone very nice display,POSITIVE,,
9854,...Camera battery and display everything is fantastic ð,display everything is fantastic ð,POSITIVE,,
9855,...and its battery backup is excellent and display is average all is well.,display is average,POSITIVE,,
9856,...Awesome picture and Display,Awesome picture and Display,NEUTRAL,,
9857,...Phone was very good in this budget and picture quality also good. In this range phone u should not expect,Phone was very good in this budget and picture quality also good,POSITIVE,,
9858,"...temp replacement for my main phone. Pros: large display, good performance, fast responses and good",large display,POSITIVE,,
9859,...phone. Battery - 24 hrs round the clock .Display is good there is little bit of room for improvement,Display is good,POSITIVE,,
9860,...Display & camera is wrost. Please don't buy it.,Display & camera is wrost,POSITIVE,,
9861,...expectations...Both selfie camera and rear cameraNot much good clarity.If we take photo with zooming in the picture,Not much good clarity,POSITIVE,,
9862,"...the best mobile under 10,000.Camera and display are better than expected.Performance is also very",display are better,POSITIVE,,
9863,...Best low battery budget phone. With a good battery and display.,With a good battery and display,POSITIVE,,
9864,...Optimization is not up to the mark.4. Decent display and bright too.5. Battery draining issue,Decent display,POSITIVE,,
9865,...apps and games. Bad idea to play games.Display is very poor and touch sensitivity is worse.Advised,Display is very poor,NEGATIVE,,
9866,"...mobile is good, battery is excellent, but screen quality is poor",screen quality is poor,NEGATIVE,,
9867,...Mobile has average battery & display performance not so good as expected & mobile getting heat while charge connected,Mobile has average battery & display performance not so good as expected,NEGATIVE,,
9868,...Nice display AMOLED glass front and nice shiny back,Nice display AMOLED glass front,POSITIVE,,
9869,...Picture quality is very goodï¿½,Picture quality is very goodï¿½,NEUTRAL,,
9870,...It comes with tempered glass inside the pack...overall performance is good...,It comes with tempered glass inside the pack,NEUTRAL,,
9871,"...Nice display, nice sound quality, fast processor, best",Nice display,POSITIVE,,
9872,...Nice product  please buy a am really satisfied from this product  battery is ossam display is excellent no hand problem no heat problem must but value for money thanks flipcart,Nice product  please buy a am really satisfied from this product  battery is ossam display is excellent no hand problem no heat problem must,POSITIVE,,
9873,"...Good product, battery backup & display is super . Thanks to MI & Flipkart.",display is super,POSITIVE,,
9874,...moneyCamera=very badBattery=somthing goodDisplay=fully badPerformance=not good at allFace and finger,Display=fully bad,POSITIVE,,
9875,"...is very nice... Nice battery backup.... Full screen.. best smartphone under 10,000... Cost wish",Full screen,POSITIVE,,
9876,...Worst display,Worst display,NEUTRAL,,
9877,"...loud and clear sound, attractive price.big screen quick touch nice camera in day light.",big screen quick touch nice camera in day light,POSITIVE,,
9878,...product.Camera could have been betterDisplay is good.Battery is ok.Processor is good but sometime,Display is good,POSITIVE,,
9879,...Such a nice phone.  Clarity and sound was good.  Awesome...,Clarity and sound was good,POSITIVE,,
9880,...better than this phone for gameing...but an overall use this phone is better this phone  have a great display thaan realme c3 and camera is also good than realme c3.,an overall use this phone is better this phone  have a great display thaan realme c3,POSITIVE,,
9881,...Good display and long lasting battery.,Good display,NEUTRAL,,
9882,...this review after one month of purchase. Display is good and camera I'll give 4 out of 5. Bought,Display is good,POSITIVE,,
9883,...backup. awesome and back finish are nice display quality are pretty good. Fingerprint sensor read instantly.good,display quality are pretty good,POSITIVE,,
9884,...Bad camera..... Good display... Good battery performance,Good display,POSITIVE,,
9885,...Little bit low battery while net is on.3. Display is good.4. Connectivity is low.,Display is good,NEGATIVE,,
9886,...Camera and display is very poor apart from that OK mobile.,display is very poor apart from that OK mobile,NEGATIVE,,
9887,"...for gifting to them, it's nice product. Because Old Generation don't have much heavy work so no need of Good Display or Camera but they need Big Battery.",Because Old Generation don't have much heavy work so no need of Good Display,POSITIVE,,
9888,...Camera and display quality is poor,display quality is poor,NEGATIVE,,
9889,...Nice phone battery backup and display nice but cemera clarity bad overall value for,Nice phone battery backup and display nice,POSITIVE,,
9890,...Good camera quality but full screen blur problem,full screen blur problem,NEGATIVE,,
9891,...battery and display is nice.... ï¿½,display is nice,NEUTRAL,,
9892,...has a big capacity of battery life and a good display very much satisfied with this mobile,a good display very much satisfied with this mobile,POSITIVE,,
9893,"...WITHIN FORTY DAYS MY MOBILE DISPLAY WORKING STOP AND DISPLAY FLICKERING, I COMPALNT TO MI",WITHIN FORTY DAYS MY MOBILE DISPLAY WORKING STOP,NEGATIVE,,
9894,"...display, Octa core processor is awesome, display is very good but the main camera is not worth, battery",display is very good,POSITIVE,,
9895,...Bad quality camera & display,Bad quality camera & display,NEUTRAL,,
9896,...Good CameraPicture quality is good,Picture quality is good,POSITIVE,,
9897,...Display and camera can be way better in this price range.Rest is good,Display and camera can be way better,POSITIVE,,
9898,...It is the Best Under Rs 9999. Colour is awesome,Colour is awesome,POSITIVE,,
9899,...Just a so so phone. Bad display quality and poor camera capability. Also phone lags,Bad display quality,NEGATIVE,,
9900,...one serves her tasks.Camera looks good.Touch is smooth.Performance is good.There are really annoying,Touch is smooth,NEGATIVE,,
9901,...overall good product.. A big battery and display is good quality....,display is good quality,POSITIVE,,
9902,"...Battery power good, but display is not to average as at call , it get sleep . , Display light",display is not to average,POSITIVE,,
9903,"...and storage capacity, camera clarity & display is good.",display is good,POSITIVE,,
9904,...Colour was  Awesome ðLovely i,Colour was  Awesome,POSITIVE,,
9905,...Ossam colour,Ossam colour,NEUTRAL,,
9906,...numbers when u  r totally aware of this .Display is too bad for ur eyes only thing that is good about,Display is too bad,NEGATIVE,,
9907,"...Very nice phone. Nice battery, nice display and nice performance. I am very glad to",nice display,POSITIVE,,
9908,...Camera is good. But performance is better.Very smooth touch.,Very smooth touch,POSITIVE,,
9909,...It is working is good. Touch is very smooth,Touch is very smooth,POSITIVE,,
9910,...This phone is so beautiful and the display is superb I love this phone Thank you to flipkart,display is superb,POSITIVE,,
9911,...this mobile is awesome and the camera and the display is also good. So I recommend you to buy this product,the display is also good,POSITIVE,,
9912,"... decent battery, decent built quality, decent display. Just what I was looking for.",decent display,NEUTRAL,,
9913,...Like camera but Display is very bad.,Display is very bad,NEGATIVE,,
9914,...Awesome product ...... good looking...... clarity is good.... it's mesmerised,clarity is good,POSITIVE,,
9915,...Value for money ð° awesome colou,Value for money ð° awesome colou,POSITIVE,,
9916,...Big battery but processor and display jhatu,Big battery but processor and display jhatu,NEUTRAL,,
9917,...Very bad displayDisplay problem Diffect in display internally,Very bad display,NEGATIVE,,
9918,"...Price high, camara and display also bad",display also bad,NEGATIVE,,
9919,"...Good quality and nice service battery, display, performance and softwares Sepifications","nice service battery, display",POSITIVE,,
9920,"...Awesome phone in this range...big screen, nice display...almost everything perfect",big screen,POSITIVE,,
9921,...Bettery backup is good Camera is averageDisplay quality is poor Performance is ok not too good,Bettery backup is good Camera is averageDisplay quality,POSITIVE,,
9922,...Mobile display best view.. but back camera not good and battery,Mobile display best,NEGATIVE,,
9923,...Fantastic display. I really like it. My mother actually asked,Fantastic display,POSITIVE,,
9924,...high setting4. Battery backup ðððCon:-1. Average display2. Front camera average3. Pubg run smoot,1. Average disp,NEUTRAL,,
9925,...Camera and display can be better,display can be better,POSITIVE,,
9926,"...Awesome pics  easy to control in, superb smooth touch, dinamic camera quality.",superb smooth touch,POSITIVE,,
9927,...date.It's battery performance is good and display is also beautiful.I appreciate this mobile quality,display is also beautiful,POSITIVE,,
9928,...Good product.........must buyððð best disp,must buyððð best disp,POSITIVE,,
9929,...Display is badBattey is averagePerformance is ausome,Display is bad,NEUTRAL,,
9930,...mobile. Bought it at only Rs 9000. Go for it. Good display and good battery. Camera is also okay. Satisfied,Good display,POSITIVE,,
9931,"...is not charging. It have charging issue, bad display old type display not clear not much satisfied",bad display old type display not clear,NEGATIVE,,
9932,"...poor quality. I would say worst quality. After using 2-3 months you will definitely face Display Problem , Hang problem and Touch pad  problem.",After using 2-3 months you will definitely face Display Problem,NEGATIVE,,
9933,...Battery Backup is Good. Display is good.Cover provided fits properly and no need,Display is good,POSITIVE,,
9934,...Camera is medium but not goodBattery is goodPerformance is goodDisplay is goodLooking wise is good,not goodBattery is goodPerformance is goodDisplay,POSITIVE,,
9935,...you can use normal gameing experience Display was nice and brighter  And battery backup was great,Display was nice,POSITIVE,,
9936,...automatically when the mobile heats up.Display quality is bad otherwise good at rs.7999,Display quality is bad,NEGATIVE,,
9937,...product At rs.7999Performance is good but not betterDisplay quality is bad.when mobile is hot then display britness,not betterDisplay quality,POSITIVE,,
9938,"...battery life, attractive design & colour, big screen. Overall its a good package for user. Performance",big screen,POSITIVE,,
9939,"...Captured video and image quality below par. Display is OK, can't say it is brilliant. Seeing Xiaomi's",Display is OK,POSITIVE,,
9940,"...struggle to auto focus, good battery backup, display is ok. Design & look excellent.",display is ok,POSITIVE,,
9941,...Nice color nice to use. Clear screen and clear audio price also so comfortabl,Clear screen,POSITIVE,,
9942,"...Value for money phone with good features , display, battery and colour","Value for money phone with good features , display",POSITIVE,,
9943,...A good phone with bright display and very easy to setup for new users,A good phone with bright display,POSITIVE,,
9944,...is bestFast chargingType C data cable Full HD displayNo lag while playing PUBG OR FREE FIREsuperb,Full HD display,POSITIVE,,
9945,"...Verygd  battery backup , awsm sound quality, large display , camera is average anyway its nice and",large display,POSITIVE,,
9946,...Very good disply,Very good disply,POSITIVE,,
9947,...worst mobile do not recommend mobile display hanging not battery this product money waste,worst mobile do not recommend mobile display hanging not battery this product money waste,NEGATIVE,,
9948,...Great battery life.Good quality display.,Good quality display,NEUTRAL,,
9949,...Camera and display quality is very bad,display quality is very bad,NEGATIVE,,
9950,...Good display,Good display,NEUTRAL,,
9951,...Battery is good but camera is not good....Display is good but Processor is not good....,Display is good,POSITIVE,,
9952,...like 8 mp selfie is worst in MI segmentDisplay is quite goodLooks is goodBuild is normal,Display is quite good,NEGATIVE,,
9953,...facility for that moneyIt would be better if display is more better.,display is more better,POSITIVE,,
9954,...time too high & drain time very fast.. Display was good.,Display was good,POSITIVE,,
9955,...Very good phone .. nice display And good camera. 4gb ram .large storage,nice display,POSITIVE,,
9956,...Battery backup is very good.Big display,Big display,NEUTRAL,,
9957,...Camera performance is very poor and display is also very poor but battery performance is nice.,display is also very poor,POSITIVE,,
9958,...Awesome colour and features,Awesome colour,NEUTRAL,,
9959,...Battery is at it bestProcessor is amazingScreen is goodOverall an average good phone.,Screen is good,POSITIVE,,
9960,"...Battery back up nice, display average, camera good quality",display average,POSITIVE,,
9961,...Amazing phone in this price.Nice and big display.Superb camera.Good performance.Best battery,big display,NEUTRAL,,
9962,"...design, little performance, battery, and full screen okk",full screen okk,NEUTRAL,,
9963,...and 64GB ROM .Long lasting Battery and nice display in just 9.5k only,nice display in just 9.5k only,POSITIVE,,
9964,...looks and design.  Good battery backup.  Good display.  Nice performance.  Camera is avarage.,Good display,POSITIVE,,
9965,...Good mobile at good price the colour was awsome,colour was awsome,POSITIVE,,
9966,...Battery is good camera shaking big screen,Battery is good camera shaking big screen,POSITIVE,,
9967,"...Super display , I hope is this phone. Processor is slower",Super display,POSITIVE,,
9968,...Poor Display quality. Redmi focused on outer look of phone compared,Poor Display quality,POSITIVE,,
9969,...low but mobile features is Very good and Display is good,Display is good,POSITIVE,,
9970,...Charger adopter is not working camera is poor display is not much effective,Charger adopter is not working camera is poor display is not much effective,NEGATIVE,,
9971,...Nice phone..but screen quality is very poor,screen quality is very poor,NEGATIVE,,
9972,...Awesome battery.. Nice camera ..But poor display...Good performance...ï¿½,poor display,NEGATIVE,,
9973,...this phone awesome phone great camera  .NYC display and good phone .thanks redmi,NYC display,POSITIVE,,
9974,...Phone is overall very good I think display could be some more better,display could be some more better,POSITIVE,,
9975,...PENNY BEST CAMERABETTER BATTERY LIFEGREAT DISPLAYï¿½,GREAT DISPLAY,POSITIVE,,
9976,"...it's not, battery draining superfastly. Display is ok for the prise. Performance? This phone share",Display is ok,POSITIVE,,
9977,...Excellent product Value for money display is too nice,display is too nice,POSITIVE,,
9978,"...Camera week, display average, battery backup awesome, overall good paisabasul",display average,POSITIVE,,
9979,...Value for money phone.display is awesome.camera is also good.,display is awesome,POSITIVE,,
9980,...Very bad sensor and display,Very bad sensor and display,NEGATIVE,,
9981,...Supar product supar battery supar display supar  all supar,Supar product supar battery supar display supar  all supar,NEUTRAL,,
9982,...very good 5000 may battery long lastingLarge display Redmi 8 look is outstanding,Large display,POSITIVE,,
9983,"...performance is not good in this phone, Even Screen  is big. . .",Screen  is big,NEGATIVE,,
9984,"...Camera below average, battery good, display average, performance good",display average,POSITIVE,,
9985,"...Charging time is lengthy ,but it's ok... Display and camera is good ...Ram management and User interface is",Display and camera is good,POSITIVE,,
9986,"...specf is good (ram/rom), battery 5000mah, big screen, lite weight.",big screen,POSITIVE,,
9987,...It's osam but camera is gud and display is ossam and the price is only 9499 everyone should,display is ossam,NEUTRAL,,
9988,...Its very bad display quality 480p highâ¹ï¸â¹ï¸,bad display quality,NEGATIVE,,
9989,"...Beautiful display, design is ossammmmm..",Beautiful display,NEUTRAL,,
9990,...Display is so bad and it has very poor camera qualities,Display is so bad,NEGATIVE,,
9991,...nice Terrific purchaseAwesome battery Average display,Average display,POSITIVE,,
9992,...Display is too bad. Battery is too good now. But all performance,Display is too bad,NEGATIVE,,
9993,...Phone is good... Display is bright ð...Little bit thick because battery i,Display is bright,POSITIVE,,
9994,"...Good product,,,,but camera and display quality is poor....",display quality is poor,NEUTRAL,,
9995,...Too good... Awesome display.. ð ,Awesome display,POSITIVE,,
9996,...Good camara big display high performance on gaming but battery drain very fast on gaming overall,Good camara big display high performance on gaming,NEUTRAL,,
9997,...provide it with sd 636 processor......Or a full hd display.....The phn is only 8000 rs but the tax,a full hd display,NEUTRAL,,
9998,"...mobile,bt the mobile has worst camera and worst display.i have used many models of mi mobiles,bt",worst display,NEGATIVE,,
9999,"...goodNo hang,camera quality also average, display is great, battery service good. Only cons is low sound quality","display is great, battery service good",POSITIVE,,
10000,...Display was bad and nice product,Display was bad,NEGATIVE,,
10001,...Bad camera and display is very bad,display is very bad,NEGATIVE,,
10002,...Bad display.. Bad possessor.,Bad display,NEGATIVE,,
10003,...Pros:-Best value for money5000mah batteryDisplay is good Cons:-Fast charger (18w) is provided in,Display is good,POSITIVE,,
10004,...Absolutely amazing best in display and budget smartphone by Redmi. Really love,Absolutely amazing best in display,POSITIVE,,
10005,"...performance no lags, no battery issue's, no screen issue's it surprises me sometimes by looking like Amoled display but it is FHD, you'll definitely feel Amoled",no screen issue's it surprises me sometimes by looking like Amoled display,POSITIVE,,
10006,...Camera and display is average . Battery backup is awesome.,display is average,POSITIVE,,
10007,"...Battery super,display super,camera front super and vera level RS.9300",display super,POSITIVE,,
10008,...PROSBUDGET SMART PHONEGOOD CAMERAGOOD DISPLAYEXSTRA GOOD BATTERY GOOD PERFORMANCEGOOD,GOOD DISPLAY,POSITIVE,,
10009,...good but battery backup is quit good and display is excellent,display is excellent,POSITIVE,,
10010,"...recently, battery stand by is amazing and good display with good satisfaction for our money.",good display with good satisfaction for our money,POSITIVE,,
10011,...IS WAY TOO SLOWCAMERA IS AVG TO LOWDISPLAY IS GUDweight is very heavy 188g aboveback,DISPLAY IS GUD,NEUTRAL,,
10012,"...Nice phone but poor display, Camera is nice according to phone.",poor display,NEGATIVE,,
10013,...Poor display quality but battery backup is good...n perfermance,Poor display quality,NEUTRAL,,
10014,"...Perfect value for money, amazing camera, awesome display",awesome display,POSITIVE,,
10015,...Very bad display,Very bad display,NEGATIVE,,
10016,...Value for money...tough phone..no one gives better display then Samsung,no one gives better display then Samsung,POSITIVE,,
10017,...nice phone for best battery backup. display is goodno hanging or heating while using excessive,display is good,POSITIVE,,
10018,...Good Picture Quilty,Good Picture Quilty,NEUTRAL,,
10019,"...The phone is a good Budget phone. Pros: Big Display, nice camera. Nice display, FM without cord",Big Display,POSITIVE,,
10020,...3 daysCamera is best for this cost and the full display is marvellous,the full display is marvellous,POSITIVE,,
10021,...Display is very bad,Display is very bad,NEGATIVE,,
10022,...backup is awesome camera is average and the display is average,display is average,POSITIVE,,
10023,"...my usess experience. Decent proframas. Large display ,nice camera ,Big buttery ram management",Large display,POSITIVE,,
10024,...Display is very Poor,Display is very Poor,NEGATIVE,,
10025,...All over good but camera quality front are very bad it's like hezzy picture no clarity otherwise all good,camera quality front are very bad it's like hezzy picture no clarity otherwise all good,POSITIVE,,
10026,...Very bad display,Very bad display,NEGATIVE,,
10027,...architecture is too old and consumes high power. Display quality is really very poor along with internet speed and network support,Display quality is really very poor,NEGATIVE,,
10028,...after 20 days automatically mobile off and when call is comming mobile  display not show when back push button click then show who is call. 2 problems comming within 1 month,when call is comming mobile  display not show when back push button click then show who is call,NEGATIVE,,
10029,...Very very bad display,Very very bad display,NEGATIVE,,
10030,...Performance is not good Display is worst,Display is worst,NEGATIVE,,
10031,"...Camera is not good but battery, display and performance is great best value for money",display and performance is great best value for money,POSITIVE,,
10032,...Camera niceBattery good performanceDisplay average,Display average,POSITIVE,,
10033,...Camera- Not BadBattery- Excellent.Display & Performance is Good.8000 is Value for Products.Red Color is,Display & Performance is Good,POSITIVE,,
10034,...Display quality is very poor like a 4k phone.,Display quality is very poor,NEGATIVE,,
10035,...Redmi mobile..Same as shown in picture . ..very nice quality love this red colour superb display ...more than expected..,very nice quality love this red colour superb display,POSITIVE,,
10036,"...Good camera & display, value of money",Good camera & display,POSITIVE,,
10037,...Almost done bt..... display quality is very bad.,display quality is very bad,NEGATIVE,,
10038,...and really I thank for Flipkart first and next I have to talk about the product the product is good it is not hanging  phone is best camera quality is good sound quality is good display quality is good everything is good and I read it for five out of five,next I have to talk about the product the product is good it is not hanging  phone is best camera quality is good sound quality is good display quality is good everything is good,POSITIVE,,
10039,...it's Good Cemra and Screen. Running smoothly and Battery also Good,it's Good Cemra and Screen,POSITIVE,,
10040,...Camera is awesome. Super clear picture.Display is also awesome. Budget me achha fon h,Display is also awesome,POSITIVE,,
10041,...Worst camera and display,Worst camera and display,NEUTRAL,,
10042,...Battery backup is good display is average,Battery backup is good display is average,POSITIVE,,
10043,"...Superb excellent camera quality ,battery performance is very good ,high quality display Thanku Flipkart","battery performance is very good ,high quality display",POSITIVE,,
10044,"...Redmi 8 good mobile , good big battery , good display & good performance ( But Only Camera not",good display,POSITIVE,,
10045,...average battery... performance good... average display... overall good ph...,average display,POSITIVE,,
10046,...without high data consumption so go and grab the phone with big screen and good battery support with a amazing,grab the phone with big screen,POSITIVE,,
10047,...Very bad display quality and camera is good as descriped..,Very bad display quality,NEGATIVE,,
10048,"...Camera Or display should be more better but it's okay to this price range, battery",display should be more better,POSITIVE,,
10049,"...Rear Camera quality average, Display and Processor should be improve in this mobile because Display and Processor is average quality",Processor should be improve in this mobile because Display and Processor is average quality,POSITIVE,,
10050,"...Poor display  , camera  quality average  ,more mi apps",Poor display,NEUTRAL,,
10051,...Disply is very bad poor battery good Vest mobile signal bad other mobils full,Disply is very bad poor battery good,NEGATIVE,,
10052,...Camera is not good.Display is poor.Battery is good.Performance is good.High,Display is poor,NEUTRAL,,
10053,...Display quality is bad,Display quality is bad,NEGATIVE,,
10054,"...does the job for the price, long battery,  good display",good display,POSITIVE,,
10055,"...mobile performances, better value for money, good display, better camera.  ",good display,POSITIVE,,
10056,...Display is worst u will always see lines on phone,Display is worst,NEGATIVE,,
10057,"...Mobile.All Features are Excellent ,but Display is Better because it is not FULLHD Display, it is",Display is Better,POSITIVE,,
10058,"...build quality is super very good design & the display super very goodððð.Display is super ððð(giving 5 star) , camera is not so good (Av",the display super very goodððð.Display is super ,POSITIVE,,
10059,...Awesome cameraAwesome batteryAwesome displayAwesome built quality,Awesome display,NEUTRAL,,
10060,...Cemra or display average,display average,NEUTRAL,,
10061,"...Very Good , Camera is very Poor Quality, Display is Very Very very Bad, I Feel like Cheated I think this phone",Display is Very Very very Bad,NEGATIVE,,
10062,...         Average camera  Poor display quality              Slightly heavy,Poor display quality,NEGATIVE,,
10063,...quality is good.Battery back up is good.Display is good.,Display is good,POSITIVE,,
10064,...day-to-day phone. The battery is good. Display quality is also good. The camera has a warm tone to photos (If,Display quality is also good,POSITIVE,,
10065,...Under 8000 best battery & display,Under 8000 best battery & display,POSITIVE,,
10066,...Super quality soundsð super display super not matched temper glass this one marched only gorilla Glass supe,Super quality soundsð super display super not matched temper glass this one marched only gorilla Glass supe,POSITIVE,,
10067,...Display is avarege,Display is avarege,NEUTRAL,,
10068,...Awesome I Love This PhonePicture Quality is Too GoodThank u Flipkart,Picture Quality is Too Good,POSITIVE,,
10069,"...Super Battery , very good camera, very good display Veri good sound, fantastic performance, last but least value",very good display Veri good sound,POSITIVE,,
10070,...both front nd back Battery is superb.... Display is also good Looks fantasticFinger unlock is a bit,Display is also good,POSITIVE,,
10071,"...Battery, display and camera all are reaily good i used redmi 3s redmi 4 and redmi 6pro but Redmi 8 is awesome. When",display and camera all are reaily good i used redmi 3s redmi 4,POSITIVE,,
10072,...Everything is good in this phone.but display and camera performance is so poor. Realy i am disappointed mi and flipkart,display and camera performance is so poor,NEGATIVE,,
10073,"...compared to realme.. Otherwise battery, display all was gud.. Budget frndly",display all was gud,NEUTRAL,,
10074,...and has really good features..looks and colour is simply awesome. Best phone for such price worth buying,colour is simply awesome,POSITIVE,,
10075,"...very less, as I this not user friendly. Display is a bit better then Ok.",Display is a bit better,POSITIVE,,
10076,...This phone is very fasting charger smooth display,This phone is very fasting charger smooth display,NEUTRAL,,
10077,... valu for moneyð¤ð¸ðµð´ð¶ð°ð³ Good battery and good,ery and good,POSITIVE,,
10078,...time during this time. Battery is good. Display is just ok.,Display is just ok,POSITIVE,,
10079,...camera is excellent with Google camera display is good And audio quality is loud and clear,display is good,POSITIVE,,
10080,...budget phone. Its on the bulkier side. Display is good and i have no complains about it.,Display is good,NEGATIVE,,
10081,...Full hd nahi hai,Full hd nahi hai,NEUTRAL,,
10082,...Very Worst Display... please please please don't buy it don't,Very Worst Display,POSITIVE,,
10083,...but the back camera is awsome blossomâ¤â¤â¤ display is also very good and the bettery is super duper excellent,display is also very good,POSITIVE,,
10084,...Awesome phone in this price but display not comptebal but i am happy,Awesome phone in this price but display not comptebal,POSITIVE,,
10085,...Good product but mobile display is so better,mobile display is so better,POSITIVE,,
10086,...Mi battery is so super display always super,Mi battery is so super display always super,POSITIVE,,
10087,...Battery good Sound good Performers good Display in this is also goodThanks redmi and flipcart,Display in this is also good,POSITIVE,,
10088,...Nice product but display is some poor,display is some poor,NEGATIVE,,
10089,...Missing 2 most important thing1. AMOLED display2. Notification light,AMOLED display,POSITIVE,,
10090,"...Worst camera, poor display, slow charging and not that much expected",poor display,NEGATIVE,,
10091,"...value for money..battery & Display good, but processor Average",Display good,POSITIVE,,
10092,"...within  8k.. Best in use with white and big screen .GO FOR IT ,BEST WITH IN 8k",big screen,POSITIVE,,
10093,...Display and battery backup is low,Display and battery backup is low,NEGATIVE,,
10094,"...this mobileSometimes mobile is hanging, display is very worst like olden days China Mobile, video quality",display is very worst,NEGATIVE,,
10095,...battery phone 2 day full injoyGood pictureBig display with notch ðï¿½,Big display with notch ðï¿½,NEUTRAL,,
10096,"...if we have this with latest processor, overall good battery, display and color of the mobile.","overall good battery, display",POSITIVE,,
10097,"...charge loss very much.... camera superb, display is also good..... good phone at this price.l",display is also good,POSITIVE,,
10098,...Awsmmm mobile.. colour is fabulous..Nice full display..Thank u soooo much flipkart ï¿½,Nice full display,NEUTRAL,,
10099,...Osm phn nice camera good battery backup and display hd osm,Osm phn nice camera good battery backup and display hd osm,POSITIVE,,
10100,...Best mobile under 8000 rupees.Nice display. I m surprised by camera performance. Better,Nice display,POSITIVE,,
10101,...this price range.but it lacks on camera.display is also good,display is also good,POSITIVE,,
10102,...work  because its processor is 439 and display is average better and battery very nice for long time.,display is average better,POSITIVE,,
10103,... good mobile ... Excellent model.. But display  should be better.... Other than its suberb to use...,display  should be better,POSITIVE,,
10104,...good product but touch slowly working,good product but touch slowly working,NEUTRAL,,
10105,...Not satisfiedMobile hanging and display showing malfunctions,Mobile hanging and display showing malfunctions,NEUTRAL,,
