Causal Phrase,Sentiment,,
value for money,NEUTRAL,,
worth for money,NEUTRAL,,
Best Budget Phone,NEUTRAL,,
low budget me accha set hai,NEUTRAL,,
value for money ï¿½,NEUTRAL,,
value for money,POSITIVE,,
value of the money,POSITIVE,,
value of money,POSITIVE,,
Value for money,NEUTRAL,,
this phone value of money,POSITIVE,,
value for money,NEUTRAL,,
Super phone in low budget,NEGATIVE,,
value for money,POSITIVE,,
price is too high,NEUTRAL,,
value for money,NEUTRAL,,
little bit value for money,POSITIVE,,
Beautiful mobile value for money super,POSITIVE,,
value of money ï¿½,NEUTRAL,,
Value for money,NEUTRAL,,
redmi means always value of money,POSITIVE,,
worth for money,NEUTRAL,,
worth for money,NEUTRAL,,
value for money,NEUTRAL,,
good mobile 8000 low price,POSITIVE,,
value for the money,POSITIVE,,
low price,POSITIVE,,
affordable price,POSITIVE,,
waste of money,NEUTRAL,,
ok value for money,POSITIVE,,
Best Smartphone Under 8000rs,POSITIVE,,
Nice mobile value of money,POSITIVE,,
very good budget phone,POSITIVE,,
I ll day it's a value for money,POSITIVE,,
good budget phone with all the necessities,NEUTRAL,,
Value for Money,NEUTRAL,,
Value of money,NEUTRAL,,
if you want to purchase good product at low price I would recommend this product,POSITIVE,,
value for money battery life is very good,POSITIVE,,
velue for money,NEUTRAL,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
it's worth value for money,NEGATIVE,,
Awesome in this price range,NEUTRAL,,
value for money,POSITIVE,,
Awesome phone for low budget,NEGATIVE,,
value of money,POSITIVE,,
value for money,NEUTRAL,,
Best product in low price,NEGATIVE,,
Value for money,POSITIVE,,
value for money,POSITIVE,,
beautiful phone value for money I am so happy super quality,POSITIVE,,
Value for money,NEUTRAL,,
This phone is truly value for money,POSITIVE,,
Great deal,NEUTRAL,,
This is nice product valu of mony,POSITIVE,,
This lowest price this mobile will be ok,NEUTRAL,,
very good value for money,POSITIVE,,
value for money,POSITIVE,,
nice phone in reasonable price,NEUTRAL,,
best smartphone under,NEUTRAL,,
good in this price range,POSITIVE,,
value for money best mobile,POSITIVE,,
good price in type of notch display,NEUTRAL,,
over all value for money,POSITIVE,,
VELUE FOR MONEY,NEUTRAL,,
I like it super low cost of money I am so happy,POSITIVE,,
value for money,NEUTRAL,,
In low budget its very good phone with all features,POSITIVE,,
Value for money,POSITIVE,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
low price latest feature,NEGATIVE,,
great phn at grt price,NEUTRAL,,
Value for money,POSITIVE,,
Comparing to other brand its in reasonable price,POSITIVE,,
Value for money,NEUTRAL,,
best in price,NEUTRAL,,
Value for money,NEUTRAL,,
value of money,POSITIVE,,
superr worth of money,POSITIVE,,
nice value for money,POSITIVE,,
nice phone 101% value of money,POSITIVE,,
Good phone at low cost,NEGATIVE,,
Best in price,NEUTRAL,,
best budget phone,NEUTRAL,,
value for money worth every penny,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
"very good product,, value for Money ï¿½",POSITIVE,,
Nice value of money,NEGATIVE,,
Worth for price,POSITIVE,,
a best phone in a best price,POSITIVE,,
Amazing mobile on low price,NEGATIVE,,
"nyc product, value for money",POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Value for Money,POSITIVE,,
Perfect phone in the low budget must buy,NEGATIVE,,
awesome price,NEUTRAL,,
overall it's a good buy,POSITIVE,,
Nice product value for mony,POSITIVE,,
nice its awesome value for money,POSITIVE,,
worth for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
"not the best,Good battery backup life as it comes with 5000mAH,Quality phone with reasonable price",POSITIVE,,
waste of money,NEGATIVE,,
its super phone in low price awesome,POSITIVE,,
if you have low budget,POSITIVE,,
mobile and best valuable phone in this price,POSITIVE,,
valuable money,POSITIVE,,
Value of money. Very nice,NEUTRAL,,
Waste of money,NEGATIVE,,
Value of money within this price range,NEUTRAL,,
best smartphone in this price segment,NEUTRAL,,
Poor process waste of money,NEGATIVE,,
Best for value,POSITIVE,,
it's value for money,POSITIVE,,
Very nice value for money,POSITIVE,,
awesome phone value for money,POSITIVE,,
Best Budget Phone under 8k,POSITIVE,,
Awesome Purchase,NEUTRAL,,
Value for money,NEGATIVE,,
value for money,POSITIVE,,
Use after six months,NEUTRAL,,
good phone in low price,NEGATIVE,,
value of money super,POSITIVE,,
"Good for low budget, people",POSITIVE,,
value for money,NEUTRAL,,
It's value for money ð,POSITIVE,,
excellent service & value for money,POSITIVE,,
I Love it value for money,POSITIVE,,
nice value for money,POSITIVE,,
value for money,NEUTRAL,,
Best in this price,NEUTRAL,,
value for money,POSITIVE,,
value for money,POSITIVE,,
good in this price range,POSITIVE,,
value for money,NEUTRAL,,
value of money this product,NEUTRAL,,
features are value for money,POSITIVE,,
awesome deal,NEUTRAL,,
good product value for money,POSITIVE,,
low price great product,POSITIVE,,
best in budget,NEUTRAL,,
out look phone light weight only value of the mony i expect the phone,POSITIVE,,
best budget phone with best storage,POSITIVE,,
good in this price range,POSITIVE,,
value of money,POSITIVE,,
value  of mone,POSITIVE,,
Low price i love MI,POSITIVE,,
that mobile value of money budget mobile great,POSITIVE,,
value of money,NEUTRAL,,
Very impressive mobile value for money,POSITIVE,,
Value for money,POSITIVE,,
full features low price,NEGATIVE,,
value for money in 4gb ram internal 64 gb super,POSITIVE,,
value for money,POSITIVE,,
NICE PHONE VALUE OF MONEY,POSITIVE,,
value for money,NEUTRAL,,
Worth for money,NEUTRAL,,
Worth for money,NEUTRAL,,
nice phone with low cost,NEGATIVE,,
oh wow its great deal for me,POSITIVE,,
value for money,POSITIVE,,
Nice cell phone in low budget,NEGATIVE,,
it is value for money,NEGATIVE,,
Value of money Nice phone,POSITIVE,,
Approximately good for money,POSITIVE,,
value for money,NEUTRAL,,
Its awesome product in low cost,POSITIVE,,
best for price,POSITIVE,,
good product in less price,NEUTRAL,,
Value for Money,POSITIVE,,
Best in low price,NEGATIVE,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
low budget,POSITIVE,,
Value for Money,NEUTRAL,,
value of mone,POSITIVE,,
great value,POSITIVE,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
value for money,POSITIVE,,
It is truly value for money,POSITIVE,,
Good phone value for money,POSITIVE,,
value for money,NEUTRAL,,
overall good budget phone,POSITIVE,,
One of the best smartphone at this range,POSITIVE,,
good phone in low price with 4gb ram 64 gb storage,NEGATIVE,,
sanadar value for money,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Worth Mobile for this price,POSITIVE,,
Good deal,NEUTRAL,,
value for money,NEUTRAL,,
good value of money,POSITIVE,,
phone is very much worth it,POSITIVE,,
Value for Money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money good,POSITIVE,,
Its awesome product in low cost,POSITIVE,,
awesome product value of money ðð,POSITIVE,,
value for money in this budget,POSITIVE,,
best Phone in low price,NEGATIVE,,
worth for money,NEUTRAL,,
this mobile is value for money,POSITIVE,,
good value for money,POSITIVE,,
nice phone for low price,NEGATIVE,,
very good phone for low price,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
great product at an affordable price,NEUTRAL,,
value for money is high,NEUTRAL,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Good for money,NEUTRAL,,
low price to best mobile in a wirld,POSITIVE,,
nice mobile at affordable price,NEUTRAL,,
best deal,NEUTRAL,,
Value for money,POSITIVE,,
Value of money,NEUTRAL,,
Nice phone value for money,POSITIVE,,
Best smartphone @8k rang,NEUTRAL,,
the best product at a reasonable price,POSITIVE,,
value for money,POSITIVE,,
valuable for money,POSITIVE,,
nice product value for money guys ðð ðª good product guys high quality battery power g,POSITIVE,,
Value for money,POSITIVE,,
it's great value for money,POSITIVE,,
value of money 7100rs good one,POSITIVE,,
worth for money,POSITIVE,,
best value for money smartphone you can buy under 8k,POSITIVE,,
value for money,NEUTRAL,,
Awesome fetures and value of money,POSITIVE,,
Overall good budget phone,POSITIVE,,
Best Budget Phone By it's Performance,NEUTRAL,,
soo amazing in this price,POSITIVE,,
value of money,NEUTRAL,,
best budget phone,NEUTRAL,,
good mobile for low budget,NEGATIVE,,
good budget phone with excellent features,POSITIVE,,
value for money,POSITIVE,,
The phone is very good product value of money,POSITIVE,,
best in budget,NEUTRAL,,
value for money it's a good phone,POSITIVE,,
best phone best value,POSITIVE,,
Very good option for low budget,POSITIVE,,
will get all feature which are already their in high cost cell phone also got good RAM,POSITIVE,,
less money,NEUTRAL,,
Value for money,POSITIVE,,
I left my old mi phone for a mid range Samsung phone 2 months back due to a close friend egging me to not buy Chinese,POSITIVE,,
Worth for money,NEUTRAL,,
vfm,NEUTRAL,,
value for money,NEUTRAL,,
value of money only,NEUTRAL,,
nice product for low price,POSITIVE,,
Good budget phone,NEUTRAL,,
value for money,NEUTRAL,,
Good quality with nice features at affordable price,POSITIVE,,
worth for money,NEUTRAL,,
good value of money,POSITIVE,,
value for money,POSITIVE,,
Value for money go for it for minimal users,NEUTRAL,,
best products of redmi in low price,NEGATIVE,,
Amazing phone with amazing price,POSITIVE,,
awesome purchase in 2020..awesome camera,POSITIVE,,
Good phone at low price i felt very happy,POSITIVE,,
value for money,NEUTRAL,,
Value for money,POSITIVE,,
very nice mobile at lowest price thank u Flipkart,POSITIVE,,
price is best,POSITIVE,,
worth for money,NEUTRAL,,
value for money,NEUTRAL,,
best value,POSITIVE,,
must buy product at reasonable price,NEUTRAL,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
low price,POSITIVE,,
Very nice mobile in low budget,POSITIVE,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Value of money,NEUTRAL,,
best mobile in reasonable price,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Good mobile battery ? performance looking good low price in new year special 2020,POSITIVE,,
Product is good it's definitely value for money,POSITIVE,,
value of money,POSITIVE,,
best price range,NEUTRAL,,
"Very good mobile ,value for money,,,,,,fast delivery",POSITIVE,,
good deal,NEUTRAL,,
good phone with best value,POSITIVE,,
Value for money this phone is good,POSITIVE,,
Value for money,NEUTRAL,,
Nice product with affordable price,POSITIVE,,
good product value for money,POSITIVE,,
the only problem is when we disconnect the call it takes time rest the phone is superb with great camera in such low price go for it,POSITIVE,,
Best smartphone under 8000 Thanks MI,POSITIVE,,
good  price,NEUTRAL,,
best phone low price,NEGATIVE,,
it's a good smart phone for me at a reasonable price,POSITIVE,,
value for money ï¿½,POSITIVE,,
value is very less and good product awesome thanks,POSITIVE,,
Awesome phone with best price,POSITIVE,,
very good for this price range,POSITIVE,,
nice mobile value of money,POSITIVE,,
Nice set in best priceï¿½,POSITIVE,,
value for Money,NEUTRAL,,
best mobile for low prices,NEGATIVE,,
nice product value for money,POSITIVE,,
Value for money,NEUTRAL,,
It having a good value,POSITIVE,,
nice mobile low cost mobile range ð mobile thin,NEGATIVE,,
total value for money,POSITIVE,,
awesome for this price,POSITIVE,,
value of money goods  camera good I love mi brand s,POSITIVE,,
so good for that price,POSITIVE,,
camera is good in this price(13+2 mp& 8mp),again you are getting Snapdragon,good in this price,POSITIVE
Value For Money,NEUTRAL,,
Value of Money,NEUTRAL,,
thanks flipkart for the best phone on affordable price,POSITIVE,,
Nyc phone in low budget,NEGATIVE,,
value for money,POSITIVE,,
price is high,NEUTRAL,,
good for low price,NEGATIVE,,
Good phone with less price,NEUTRAL,,
Value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
valu of money in this mobile nice,POSITIVE,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Best Smartphone Under,NEUTRAL,,
Low price,POSITIVE,,
Value of money,NEUTRAL,,
waste of money,NEGATIVE,,
best in budget,NEUTRAL,,
best in this price,POSITIVE,,
value of money,NEUTRAL,,
good product value for money,POSITIVE,,
It's a worthy phone,POSITIVE,,
value for money,NEUTRAL,,
Good mobile phone in low budget,NEGATIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
good for velue,POSITIVE,,
good in this budget,NEUTRAL,,
Good phone at affordable price,NEUTRAL,,
Value for money in this segment superb mobile,POSITIVE,,
Value for money,POSITIVE,,
low cost super product quick delivery,POSITIVE,,
this price range is awesome display,POSITIVE,,
Best mobile phone in Flipkartð±ð±ð value of mo,POSITIVE,,
good quality value for money go for it,POSITIVE,,
At least at low price good handset,POSITIVE,,
Best Budget Smartphone Thanks To Flipkart,POSITIVE,,
Value for money,NEUTRAL,,
price is less,POSITIVE,,
Mid-range mobile with great battery,POSITIVE,,
awesome product value for money,POSITIVE,,
redmi 88 so beautiful mobile I like you thank you so much thank you so much my minimum price to Tu to give this phone,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEGATIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
best value for money,POSITIVE,,
Value for money,NEUTRAL,,
value of money,NEUTRAL,,
it is value of money,POSITIVE,,
Affordable price with best features,POSITIVE,,
wonderful phone in a reasonable price,NEUTRAL,,
super mobile value for money,POSITIVE,,
Super phone low price full futures,NEGATIVE,,
value of money,POSITIVE,,
good for the price,POSITIVE,,
value for ð° mone,NEUTRAL,,
very nice mobile with  low price  so i am happy by arun,POSITIVE,,
good value money nice mi 8 mobile,POSITIVE,,
India best smartphone,POSITIVE,,
value for money ï¿½,NEUTRAL,,
Nice mobile value for money,POSITIVE,,
worth it for money,NEUTRAL,,
Best budget phone not for heavy usage only for normal usage like call whatsApp facebook insta etc,POSITIVE,,
very osm phone value for money amazing,POSITIVE,,
4   u...its value for money,POSITIVE,,
nice for mobile value for money,POSITIVE,,
value for money,NEUTRAL,,
value of money,NEUTRAL,,
great deal,NEUTRAL,,
Value for Money,POSITIVE,,
good phone value for money,NEGATIVE,,
Very very nice mobile at good price,POSITIVE,,
value for money ï¿½,NEUTRAL,,
smooth phone at great price,POSITIVE,,
great purchase,NEUTRAL,,
nice mobile in low cost thanks to flipkart,POSITIVE,,
nice design and value of money,POSITIVE,,
Value for money,NEUTRAL,,
Best Budget phone,NEUTRAL,,
nice phone build quality is good value for money,POSITIVE,,
value of money,NEUTRAL,,
Good for this price,NEGATIVE,,
good value for m,POSITIVE,,
"nice, value of money",POSITIVE,,
unbelievable performance at good price,POSITIVE,,
Best in Budget,NEUTRAL,,
Low Price 100% Superb mobile,POSITIVE,,
Value for money,POSITIVE,,
It's nice mobile in low cost,POSITIVE,,
In this price awesome deal,POSITIVE,,
value for mon,POSITIVE,,
Value of money,NEUTRAL,,
Awesome in competitive price,POSITIVE,,
phone in low price,NEGATIVE,,
#mi no. 1 mobile value for money in low budget,NEGATIVE,,
Best smartphone at this price range,NEUTRAL,,
best value in 7999,POSITIVE,,
mast phone at affordable price,NEUTRAL,,
After using it for 2 days i come up with conclusion that it's Overall great purchase,POSITIVE,,
worth for money,POSITIVE,,
value for money,NEUTRAL,,
value for money ï¿½,NEUTRAL,,
Redmi 8 Nice in low price,POSITIVE,,
value of money,NEUTRAL,,
bile touch prob,NEUTRAL,,
Value of money,NEUTRAL,,
Velue for money,NEUTRAL,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
this one is a great value for money phone,POSITIVE,,
One of the best budget friendly phone ever,POSITIVE,,
value for money,NEUTRAL,,
Value of money,POSITIVE,,
Superb Value for money,POSITIVE,,
miniman ok low price,POSITIVE,,
More Convenient Product ððAccording to Value of Money For this Pho,POSITIVE,,
What a phone low price,POSITIVE,,
Best Mobile in good price,POSITIVE,,
Best smartphone in this price,NEUTRAL,,
excellent product and value of money,POSITIVE,,
best price in this phoneâ¤,POSITIVE,,
good value of mony,POSITIVE,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
Great product with less money,NEUTRAL,,
value of money,POSITIVE,,
value for money,POSITIVE,,
amazing price,NEUTRAL,,
Good mobile value for money better is to good,POSITIVE,,
really good budget phone ever,POSITIVE,,
I think this the best Mobile for low price,POSITIVE,,
mid range good phone,POSITIVE,,
value for money,NEUTRAL,,
Value for money,POSITIVE,,
value for money,NEUTRAL,,
good phone at good price,POSITIVE,,
8k best price,POSITIVE,,
value for money,POSITIVE,,
I love this product value for money very very good product,POSITIVE,,
value for money,POSITIVE,,
value fo money,NEUTRAL,,
great deal,NEUTRAL,,
value for money,NEUTRAL,,
very good phone love it value for money,POSITIVE,,
very nice n value for money mobile,POSITIVE,,
Worth for mony,NEUTRAL,,
nice mobile value of money ï¿½,POSITIVE,,
good for this price,POSITIVE,,
Value for Money,POSITIVE,,
Nice mobile for low price,NEGATIVE,,
low budget best Mobile ?,POSITIVE,,
value for money,NEUTRAL,,
overall ratings 10 on 7.....value for money,NEUTRAL,,
value for money,NEUTRAL,,
Good Mobile phone with low budget,NEGATIVE,,
awesome purchase,NEUTRAL,,
value of money,NEUTRAL,,
nice product value for money,POSITIVE,,
value for money,NEUTRAL,,
its a value for money,POSITIVE,,
Good phone value for money,POSITIVE,,
this product is upto mark on the basis of value for money,POSITIVE,,
excellent value for money,POSITIVE,,
Superb mobile in low price,NEGATIVE,,
Value of the money,POSITIVE,,
REASONABLE PRICE,POSITIVE,,
value of money,NEUTRAL,,
best budget phone,POSITIVE,,
Best smartphone in this price,NEUTRAL,,
good deal,NEUTRAL,,
best ever in this price range,POSITIVE,,
value for money,NEUTRAL,,
Good for use best product in low price,POSITIVE,,
Superb value for money,POSITIVE,,
Overall nice phone with a good budget,POSITIVE,,
good mobile price range,NEUTRAL,,
Best value for money in this segment,POSITIVE,,
good phone nice good price,POSITIVE,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for ð° camera is goo,POSITIVE,,
"Best Budget Phone Under 10,000",NEUTRAL,,
Worth for money,NEUTRAL,,
worth for money,POSITIVE,,
value for money,NEUTRAL,,
#VALUE FOR MONEY,POSITIVE,,
Awesome in this price,NEUTRAL,,
It's very reasonable price for this specifications,POSITIVE,,
nice products value for money,POSITIVE,,
This is the best phone as compare to another phones of the same price,POSITIVE,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
"Good product, value for money",POSITIVE,,
value For Money No Compare At This Range,NEGATIVE,,
excellent .. value of money,POSITIVE,,
good in price,POSITIVE,,
value of money best mobile phone this range,POSITIVE,,
very nice value for money phone  redmi 8 Flipkart well packet delivery with carefully thank you,POSITIVE,,
value for money,NEUTRAL,,
Great deal,NEUTRAL,,
value for money,POSITIVE,,
best budget phone,POSITIVE,,
Kwidu item aane machanea onnum nokkanda value for money,POSITIVE,,
Awesome Deal with this price,NEUTRAL,,
with affordable price,NEUTRAL,,
brilliant phone in mid range,NEUTRAL,,
First price is Rs 7999  good right now it's waste of money,NEGATIVE,,
Value for money,NEUTRAL,,
This mobile value is to good,POSITIVE,,
good product value for money,POSITIVE,,
good budget phone,NEUTRAL,,
good budget phone,NEUTRAL,,
Value for money,POSITIVE,,
in low cost,POSITIVE,,
Phone is worth,POSITIVE,,
value for money,POSITIVE,,
Smart Looking  Best Price,POSITIVE,,
Good for this price,NEUTRAL,,
good for value,POSITIVE,,
best best budget phone,POSITIVE,,
price is affordable,NEUTRAL,,
value for money,POSITIVE,,
awesome phone in a low price,NEGATIVE,,
overall good in this range,POSITIVE,,
Value of Money,NEGATIVE,,
Waste of money,NEUTRAL,,
Worth for money,NEUTRAL,,
value for money,NEUTRAL,,
Value For Money,POSITIVE,,
worth for money,NEUTRAL,,
nice product in good price,POSITIVE,,
Nice phone value for money,POSITIVE,,
awesome product value for money,POSITIVE,,
it's good product in value of money,POSITIVE,,
value of money,NEUTRAL,,
the best ever budget phone,POSITIVE,,
Good quality value for money,POSITIVE,,
Awesome phn at good price thnx xiomi,POSITIVE,,
low cost,POSITIVE,,
Best price,POSITIVE,,
Very good value for money Mobile,POSITIVE,,
awesome... value for money,POSITIVE,,
good nd value for money,POSITIVE,,
value for money,POSITIVE,,
best in price,POSITIVE,,
value of money superup mobile thanks to Flipkart,POSITIVE,,
value for money,NEUTRAL,,
good in this price range,POSITIVE,,
Very Good Product at affordable price,POSITIVE,,
value for money,POSITIVE,,
Best phone I have ever seen in low budget,POSITIVE,,
Value for money,NEUTRAL,,
overall a good budget phone,POSITIVE,,
which is almost same price,NEUTRAL,,
It is a best smartphone for battery,POSITIVE,,
low price,POSITIVE,,
Best In Budget,NEUTRAL,,
"Quite Good, Value for foney",POSITIVE,,
value of money,NEUTRAL,,
value for money looking awesome,POSITIVE,,
nice Mobil Best of redmi 8 mbil Best price 8000,POSITIVE,,
value for money ï¿½,NEUTRAL,,
camra good value for money is,POSITIVE,,
Value for money,POSITIVE,,
Descent product with value for money,POSITIVE,,
value for money best mobile in this price,POSITIVE,,
value for money,POSITIVE,,
Superb value for money,POSITIVE,,
value for money,NEUTRAL,,
"best Product , value of money",POSITIVE,,
it's only value for money nothing much expected coz itne peso me itna hi milega,POSITIVE,,
Nice product in low price,NEGATIVE,,
value for Money,NEUTRAL,,
value for money,NEUTRAL,,
more configuration at low cost,NEGATIVE,,
Value for money plz grab it fast,POSITIVE,,
not bad good phone with best price,POSITIVE,,
best in this price,NEUTRAL,,
nice value for money,POSITIVE,,
money worth,POSITIVE,,
in this mid range this is best,POSITIVE,,
good  value for money,POSITIVE,,
Good Product In Low Price,NEGATIVE,,
best price,POSITIVE,,
value of money it's very nice mobile,POSITIVE,,
Gr8 deal,NEUTRAL,,
thnkqww Flipkart 2 days delivery value of money thank you redmi,POSITIVE,,
value for money,NEUTRAL,,
nice phone  value for money,POSITIVE,,
good value of mny,NEGATIVE,,
excellent mobile with reasonable price,NEUTRAL,,
value for money,NEUTRAL,,
worth for this price,POSITIVE,,
nice product value for money,POSITIVE,,
waste of money,NEGATIVE,,
thanks Flipkart value for money ï¿½,POSITIVE,,
Good phone on this value of money,POSITIVE,,
value for money,NEUTRAL,,
very good product in the less price,POSITIVE,,
awesome mobile for value for money,POSITIVE,,
worth for money,NEUTRAL,,
Nice product in affordable price,NEUTRAL,,
Good buy under 8000,NEUTRAL,,
value for money,NEUTRAL,,
good in this price,NEUTRAL,,
Thanks for delivering a nice phone in a very good budget,POSITIVE,,
Value for money,NEUTRAL,,
best budget phone,NEUTRAL,,
Nice1 looks like OnePlus happy with the price purely it's a budget phone value for money,POSITIVE,,
value for money,POSITIVE,,
value of money,NEUTRAL,,
Redmi 8 is Good Product  value for money 5* Good Battery Backup 5000mah,POSITIVE,,
It's a value for money,POSITIVE,,
superb phone value for money,POSITIVE,,
Great product in less price,POSITIVE,,
worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
nice phone in mid range,NEUTRAL,,
mobile working very high speed in applications I trust this mobile at the same time low cost mobile,POSITIVE,,
Good mobile in low price,NEGATIVE,,
good for low price,NEGATIVE,,
mast wonderful low price MI8 mobile phone,POSITIVE,,
This is best smartphone in 7999 with fingerprint sensor,POSITIVE,,
ð¯ Percent value for mone,POSITIVE,,
nice products value of money,POSITIVE,,
good in budget,NEUTRAL,,
Really it's  value for money,POSITIVE,,
value for money,NEUTRAL,,
Value for money,POSITIVE,,
worth for your money,NEUTRAL,,
This phone is very good value for money,POSITIVE,,
value for money ï¿½,NEUTRAL,,
Very nice mobile in such Price,POSITIVE,,
Good product for money,NEUTRAL,,
Good product and value,NEUTRAL,,
Nice product and value for money,POSITIVE,,
best smartphone in this price,NEUTRAL,,
must bye in low price affordable nice picture quality superb sound,POSITIVE,,
very superb phone with best price,POSITIVE,,
good product value for money,POSITIVE,,
Worth for money,NEUTRAL,,
camera thik thank hai  value for price osm,POSITIVE,,
value of money,POSITIVE,,
good features low price,POSITIVE,,
Good product value for money,POSITIVE,,
good for the price,POSITIVE,,
Very nice getting quite good with very good price,POSITIVE,,
overall value of money in that price,POSITIVE,,
value of money,POSITIVE,,
Good in this price,NEUTRAL,,
awesome purchase,NEUTRAL,,
value for money,NEGATIVE,,
Best smartphone in range of 7999,NEUTRAL,,
A worthable mobile at an affordable price,NEUTRAL,,
Value for money,NEUTRAL,,
Worth for money,NEUTRAL,,
best budget phone,NEUTRAL,,
Value for money,NEUTRAL,,
good price,NEUTRAL,,
Best in this price range,NEUTRAL,,
Velue for money,NEUTRAL,,
overall good in this renge,POSITIVE,,
Very nice product value for money,POSITIVE,,
value for money,NEUTRAL,,
Value For Money,NEUTRAL,,
Value for money,NEUTRAL,,
it's value of money,POSITIVE,,
very good for this price,POSITIVE,,
Good mobile value of money,POSITIVE,,
Value of money not very good because of some time touch screen not work then lock your screen,NEGATIVE,,
value for money,POSITIVE,,
ALLOVER MOBILE IS VALUE FOR MONEY,POSITIVE,,
Value for money,NEUTRAL,,
Good product value of money,POSITIVE,,
best in this price,NEUTRAL,,
Worth for Money,POSITIVE,,
value for money,POSITIVE,,
Good  Product Value for Mony,POSITIVE,,
value of money,NEUTRAL,,
overall good value for money,POSITIVE,,
vry nice mobile this deal value for money,POSITIVE,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
good value for money product,POSITIVE,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
AWSOME MOBILE VALUE FOR MONEY SO FAST DELIVERY THANK YOU FLIPKART,POSITIVE,,
value for money,NEUTRAL,,
Best smartphone under this price,NEUTRAL,,
best mobile and value of money,POSITIVE,,
Nice mobile... And value for money,POSITIVE,,
nice phone value off money,POSITIVE,,
value for money,NEUTRAL,,
velue for money,NEUTRAL,,
Best for the price,NEUTRAL,,
value for money,NEUTRAL,,
good features in low cost Best buy,POSITIVE,,
Good in this price,NEUTRAL,,
for low budget best phone look,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
Good price,POSITIVE,,
it's a good phone valu for money,POSITIVE,,
value of money,NEUTRAL,,
best smartphone on this sprice,NEUTRAL,,
best smartphone on this sprice,NEUTRAL,,
Good product in low price,NEGATIVE,,
Value for money,POSITIVE,,
price is awesome,POSITIVE,,
value for money,NEUTRAL,,
really value for money,POSITIVE,,
budget mobile thanks flipcart value for money,POSITIVE,,
Value for money,POSITIVE,,
good in this price,NEGATIVE,,
best budget phone in this price,NEUTRAL,,
good quality valuable money,POSITIVE,,
Waste of money,NEGATIVE,,
nice phone and value for money,POSITIVE,,
in low budget,NEGATIVE,,
value for money,NEUTRAL,,
This is a good start phone of lowest price,POSITIVE,,
doesn't do better by any other mobile for this low cost,NEGATIVE,,
Nice phone low budget very Very nice,POSITIVE,,
Great look and value for money,POSITIVE,,
vivo at the same price pls dont go for it phone is got dead within a month dont buy please go for realme,NEGATIVE,,
don't buy because of low price,NEGATIVE,,
low price with high features,POSITIVE,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
People who wants to buy higher specifications with very low price can surely go for this one without asking,POSITIVE,,
Best In Price Range,NEUTRAL,,
value for money,POSITIVE,,
Good product at such affordable price,NEUTRAL,,
value for money,NEUTRAL,,
Good budget phone,NEUTRAL,,
best buget phone,NEUTRAL,,
awesome Mobile value for money,POSITIVE,,
Best phone value for money,POSITIVE,,
good mobile in best price,POSITIVE,,
value For Money,NEUTRAL,,
Value for money,POSITIVE,,
value for money,POSITIVE,,
value for money,POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
"worth for money,  awesome mobile",POSITIVE,,
nice mobile in low price with good features while comparing to high range mobile over than,POSITIVE,,
wow awesome mobile in a reasonable price,POSITIVE,,
Nice phone in low budget,POSITIVE,,
this is a good phone and value for money phone thanks to REDMI,POSITIVE,,
supper value for money,POSITIVE,,
good in 8000 range,POSITIVE,,
good phone value for money,POSITIVE,,
Best Budget phone from Any Brand,NEUTRAL,,
. Value for money,POSITIVE,,
Overall Value for money product,POSITIVE,,
best in this price range,POSITIVE,,
